tensor,attention,story_id,token_id
2048,0.04324781894683838,0,0
3337,0.04526866227388382,0,1
2020,0.042900875210762024,0,2
5338,0.041918519884347916,0,3
2007,0.04100480303168297,0,4
4288,0.040790658444166183,0,5
1037,0.04233251139521599,0,6
10506,0.043062224984169006,0,7
4048,0.042607661336660385,0,8
3726,0.04190657287836075,0,9
1012,0.04060686007142067,0,10
2027,0.04195239022374153,0,11
2730,0.04198739677667618,0,12
2031,0.04140686243772507,0,13
1996,0.04210967943072319,0,14
13734,0.04430956766009331,0,15
1012,0.043608613312244415,0,16
2027,0.047892745584249496,0,17
2024,0.04561945050954819,0,18
5307,0.0460931621491909,0,19
7173,0.04666139930486679,0,20
2051,0.04648187384009361,0,21
1012,0.046229779720306396,0,22
2006,0.005843349266797304,1,0
2257,0.005973458290100098,1,1
2382,0.005503538995981216,1,2
1010,0.005138833075761795,1,3
2760,0.005178583785891533,1,4
1010,0.004831342492252588,1,5
2382,0.004973112139850855,1,6
1010,0.004720716737210751,1,7
2199,0.004747316241264343,1,8
2111,0.004680394195020199,1,9
1999,0.00488807400688529,1,10
3577,0.00505041191354394,1,11
2363,0.004651686176657677,1,12
1037,0.004684953484684229,1,13
9861,0.005132907535880804,1,14
10373,0.004694156814366579,1,15
2008,0.004599317908287048,1,16
5496,0.004511570557951927,1,17
2068,0.0045064701698720455,1,18
1997,0.004492535721510649,1,19
17800,0.004776110872626305,1,20
20083,0.004921414889395237,1,21
26932,0.005418083630502224,1,22
4180,0.005738361272960901,1,23
1998,0.005823731888085604,1,24
5561,0.005493768025189638,1,25
2000,0.004854140803217888,1,26
2202,0.004731274209916592,1,27
3423,0.0045492155477404594,1,28
2895,0.004381741862744093,1,29
1998,0.0042349849827587605,1,30
9790,0.004382115788757801,1,31
2065,0.004570729564875364,1,32
1037,0.004594465717673302,1,33
2986,0.004460548050701618,1,34
1997,0.004564345348626375,1,35
1002,0.004740627482533455,1,36
2340,0.005357101559638977,1,37
1010,0.005090376827865839,1,38
3156,0.005341150797903538,1,39
2001,0.005443871021270752,1,40
2025,0.005462253000587225,1,41
3825,0.0050898101180791855,1,42
2041,0.004969187546521425,1,43
2011,0.004693741910159588,1,44
1996,0.004825423937290907,1,45
7799,0.004923008382320404,1,46
1012,0.005430193617939949,1,47
1996,0.005582054611295462,1,48
10373,0.005459806881844997,1,49
4769,0.005376269109547138,1,50
1997,0.00539880758151412,1,51
1996,0.005179242696613073,1,52
4604,0.005271512549370527,1,53
2121,0.0051271142438054085,1,54
2001,0.005309129599481821,1,55
8275,0.0056525226682424545,1,56
2094,0.00549533125013113,1,57
2000,0.005582915153354406,1,58
3711,0.005644161254167557,1,59
2000,0.0055192019790410995,1,60
2022,0.005393138621002436,1,61
2008,0.005499124992638826,1,62
1997,0.004962273873388767,1,63
1037,0.00487382709980011,1,64
11476,0.004697672091424465,1,65
2375,0.004801149480044842,1,66
3813,0.004962599370628595,1,67
1999,0.0047336178831756115,1,68
3577,0.004682885482907295,1,69
1010,0.004971279762685299,1,70
2040,0.004688537213951349,1,71
2031,0.004453243222087622,1,72
2270,0.004537344444543123,1,73
3973,0.004510026425123215,1,74
3555,0.004787189420312643,1,75
1996,0.004992379806935787,1,76
10373,0.004964983556419611,1,77
2000,0.00501472782343626,1,78
2022,0.004933999385684729,1,79
1037,0.0047696372494101524,1,80
28520,0.004585398826748133,1,81
1012,0.005228234920650721,1,82
2004,0.0048834178596735,1,83
1997,0.00488972757011652,1,84
7316,0.004861393012106419,1,85
1010,0.004727569408714771,1,86
2058,0.004531647078692913,1,87
1002,0.0043373918160796165,1,88
2459,0.004471211228519678,1,89
2454,0.004406030755490065,1,90
1997,0.004420665558427572,1,91
1000,0.004418236203491688,1,92
21892,0.004208656027913094,1,93
1000,0.0042620375752449036,1,94
2020,0.0041861929930746555,1,95
3825,0.004298687446862459,1,96
2041,0.004418575204908848,1,97
2011,0.00415031798183918,1,98
15991,0.004320375621318817,1,99
1997,0.004359610378742218,1,100
1996,0.004313878249377012,1,101
8275,0.004338756203651428,1,102
10373,0.0044458420015871525,1,103
1012,0.004938872996717691,1,104
3728,0.004834397695958614,1,105
1010,0.004835191648453474,1,106
1037,0.004903613589704037,1,107
2158,0.004767244216054678,1,108
1998,0.0051285699009895325,1,109
1037,0.005211689975112677,1,110
2450,0.005136367864906788,1,111
2020,0.005128852557390928,1,112
3236,0.005219487007707357,1,113
1998,0.005194077268242836,1,114
4727,0.005419445689767599,1,115
2005,0.005056318826973438,1,116
6016,0.005008012056350708,1,117
2122,0.005073748528957367,1,118
8275,0.0050861588679254055,1,119
22028,0.0052345385774970055,1,120
2125,0.005447995383292437,1,121
1996,0.005353663116693497,1,122
3978,0.005562820937484503,1,123
1997,0.005616465117782354,1,124
3036,0.00564032606780529,1,125
4950,0.005970641504973173,1,126
8333,0.006038678344339132,1,127
1997,0.005749681498855352,1,128
1996,0.0056383186019957066,1,129
2048,0.005599169060587883,1,130
6016,0.005388332065194845,1,131
1996,0.005629443563520908,1,132
22028,0.005723129492253065,1,133
1999,0.006128187756985426,1,134
1037,0.00606068829074502,1,135
7668,0.006603599525988102,1,136
1012,0.007627425715327263,1,137
2174,0.0075978501699864864,1,138
1010,0.0075766281224787235,1,139
2045,0.007599459495395422,1,140
2038,0.007571556605398655,1,141
2042,0.007577079813927412,1,142
3522,0.007568845059722662,1,143
7593,0.007370382081717253,1,144
1998,0.007466999348253012,1,145
6704,0.006982120219618082,1,146
2058,0.007171060889959335,1,147
1996,0.007314125541597605,1,148
8192,0.007280710153281689,1,149
1997,0.007434298750013113,1,150
1996,0.007371676620095968,1,151
4950,0.0073112850077450275,1,152
8333,0.007295639254152775,1,153
2004,0.00747329369187355,1,154
3350,0.007397905457764864,1,155
1010,0.007244305219501257,1,156
2445,0.007706462871283293,1,157
2008,0.007645611185580492,1,158
1996,0.00758406613022089,1,159
3737,0.0075483163818717,1,160
1997,0.007799940649420023,1,161
1996,0.007974621839821339,1,162
8333,0.007767299190163612,1,163
2003,0.007812993600964546,1,164
3532,0.007945754565298557,1,165
1998,0.00798390805721283,1,166
2009,0.008046694099903107,1,167
2003,0.007823031395673752,1,168
2025,0.007729430682957172,1,169
3294,0.0074545275419950485,1,170
3154,0.007180610205978155,1,171
2040,0.006781082134693861,1,172
1996,0.006545890122652054,1,173
2111,0.0061065033078193665,1,174
1999,0.006164854392409325,1,175
1996,0.006121194455772638,1,176
3405,0.005896512884646654,1,177
2024,0.005826424807310104,1,178
1012,0.005437720566987991,1,179
2934,0.0369064137339592,2,0
2003,0.03655708581209183,2,1
3497,0.03666456416249275,2,2
2000,0.03745703026652336,2,3
4558,0.04023761674761772,2,4
7470,0.038117386400699615,2,5
1998,0.03557373210787773,2,6
2131,0.03589051961898804,2,7
5338,0.03638981655240059,2,8
2005,0.03521256893873215,2,9
16011,0.03529953584074974,2,10
1012,0.03495301678776741,2,11
1032,0.035206932574510574,2,12
1050,0.036167390644550323,2,13
14526,0.03553479164838791,2,14
2308,0.03466185927391052,2,15
2031,0.03225090354681015,2,16
2272,0.03236788511276245,2,17
2830,0.03490562364459038,2,18
2000,0.03749120980501175,2,19
19919,0.03673760965466499,2,20
1997,0.037072598934173584,2,21
12581,0.03500881418585777,2,22
15884,0.034600649029016495,2,23
5248,0.03447539359331131,2,24
1998,0.034787457436323166,2,25
16011,0.034154150635004044,2,26
1012,0.03531739488244057,2,27
2019,0.01441565528512001,3,0
4111,0.0145903080701828,3,1
11626,0.014387623406946659,3,2
3614,0.01455976814031601,3,3
2001,0.01431465707719326,3,4
3030,0.014499296434223652,3,5
1999,0.014169964008033276,3,6
6239,0.013885009102523327,3,7
2044,0.014318385161459446,3,8
1037,0.014525558799505234,3,9
9410,0.014630351215600967,3,10
6636,0.01452721655368805,3,11
4638,0.014571606181561947,3,12
1012,0.015042760409414768,3,13
2027,0.014734948985278606,3,14
2179,0.015116911381483078,3,15
12564,0.015334602445363998,3,16
5055,0.01568562351167202,3,17
11812,0.015660550445318222,3,18
1999,0.015586687251925468,3,19
12475,0.015321038663387299,3,20
12432,0.015380993485450745,3,21
1012,0.01578688435256481,3,22
2122,0.015666404739022255,3,23
5055,0.015609005466103554,3,24
2052,0.016002455726265907,3,25
2031,0.015479907393455505,3,26
2042,0.015655985102057457,3,27
2853,0.015344287268817425,3,28
1999,0.015827756375074387,3,29
1996,0.015400909818708897,3,30
2149,0.015668174251914024,3,31
2005,0.015659814700484276,3,32
11372,0.014736739918589592,3,33
2039,0.01475609466433525,3,34
2000,0.01506330631673336,3,35
1002,0.015102891251444817,3,36
5539,0.015541484579443932,3,37
1010,0.015581190586090088,3,38
2199,0.0157804936170578,3,39
1012,0.016857462003827095,3,40
2065,0.017450008541345596,3,41
1996,0.018006879836320877,3,42
20673,0.01748606003820896,3,43
25555,0.017279906198382378,3,44
2024,0.017487242817878723,3,45
2179,0.01691565290093422,3,46
5905,0.01629776507616043,3,47
1010,0.01547183096408844,3,48
2027,0.01589031331241131,3,49
2097,0.014852218329906464,3,50
2031,0.015326040796935558,3,51
2000,0.015916164964437485,3,52
3710,0.016117142513394356,3,53
2051,0.01581806130707264,3,54
1998,0.014893850311636925,3,55
3477,0.014399003237485886,3,56
21892,0.014074360020458698,3,57
2039,0.013952033594250679,3,58
2000,0.014562003314495087,3,59
1002,0.015066191554069519,3,60
5385,0.015755625441670418,3,61
2692,0.015114141628146172,3,62
2169,0.015053929761052132,3,63
1012,0.016032738611102104,3,64
2048,0.03609871119260788,4,0
9454,0.03809715434908867,4,1
3337,0.03735203295946121,4,2
2020,0.036521065980196,4,3
4727,0.03632280230522156,4,4
2005,0.03385911136865616,4,5
3158,0.03626994788646698,4,6
9305,0.037641990929841995,4,7
9355,0.037203349173069,4,8
1037,0.036169882863759995,4,9
3232,0.03784307464957237,4,10
1005,0.03656080365180969,4,11
1055,0.036696791648864746,4,12
10506,0.036958858370780945,4,13
4048,0.03705644980072975,4,14
3726,0.03616181015968323,4,15
1012,0.03478175401687622,4,16
1996,0.03494807332754135,4,17
4053,0.0354209765791893,4,18
4504,0.033652521669864655,4,19
1999,0.034131135791540146,4,20
1996,0.033289916813373566,4,21
2331,0.033632535487413406,4,22
1997,0.03421083092689514,4,23
8817,0.03374730795621872,4,24
1997,0.03466692939400673,4,25
13734,0.035585734993219376,4,26
1012,0.03511841967701912,4,27
1037,0.019066881388425827,5,0
2158,0.02176865190267563,5,1
1998,0.021908065304160118,5,2
2450,0.021024860441684723,5,3
2024,0.02014426700770855,5,4
6878,0.01988513022661209,5,5
2000,0.019802486523985863,5,6
2022,0.01972775347530842,5,7
2920,0.02019421011209488,5,8
1999,0.019459232687950134,5,9
1037,0.019390614703297615,5,10
4126,0.018960537388920784,5,11
1010,0.018169596791267395,5,12
2164,0.01857261173427105,5,13
27105,0.018845900893211365,5,14
2986,0.019162479788064957,5,15
8236,0.019170470535755157,5,16
1010,0.01800106093287468,5,17
2029,0.01855538785457611,5,18
2020,0.017945952713489532,5,19
2741,0.018750319257378578,5,20
2000,0.01982766017317772,5,21
2536,0.02050965651869774,5,22
2111,0.020258978009223938,5,23
1010,0.01895863562822342,5,24
4786,0.0198195930570364,5,25
2068,0.020441517233848572,5,26
2000,0.019689541310071945,5,27
29116,0.019974099472165108,5,28
3477,0.01950373314321041,5,29
2312,0.019670799374580383,5,30
20571,0.019552582874894142,5,31
1997,0.019338499754667282,5,32
2769,0.020047346130013466,5,33
1012,0.02270910143852234,5,34
2174,0.023967785760760307,5,35
1010,0.024305252358317375,5,36
2045,0.02495763823390007,5,37
2003,0.024796487763524055,5,38
2025,0.02466437593102455,5,39
12825,0.02460196055471897,5,40
7182,0.02474338188767433,5,41
3350,0.024480849504470825,5,42
2000,0.024617351591587067,5,43
12210,0.02411896176636219,5,44
2037,0.02240457944571972,5,45
8056,0.021730167791247368,5,46
1012,0.02180292457342148,5,47
1037,0.02074672095477581,6,0
23700,0.023656267672777176,6,1
2934,0.022804345935583115,6,2
2038,0.021445496007800102,6,3
2042,0.022000901401042938,6,4
5496,0.021137768402695656,6,5
1997,0.02228795364499092,6,6
4424,0.023311277851462364,6,7
23337,0.023176534101366997,6,8
1012,0.02566402591764927,6,9
2130,0.026479706168174744,6,10
2295,0.025716524571180344,6,11
2195,0.025460952892899513,6,12
2308,0.02491510473191738,6,13
2031,0.023822400718927383,6,14
2056,0.022917859256267548,6,15
2008,0.023754794150590897,6,16
2002,0.024112312123179436,6,17
2038,0.023521486669778824,6,18
7034,0.02350008301436901,6,19
15884,0.024285782128572464,6,20
2135,0.02409307099878788,6,21
2006,0.023775843903422356,6,22
2037,0.025039948523044586,6,23
4230,0.02631598897278309,6,24
1010,0.027976078912615776,6,25
2019,0.02716178074479103,6,26
2981,0.026010356843471527,6,27
2375,0.02743169479072094,6,28
3813,0.027671843767166138,6,29
2038,0.027604827657341957,6,30
5531,0.028341244906187057,6,31
2008,0.03033752180635929,6,32
1996,0.031421054154634476,6,33
13519,0.031281840056180954,6,34
2024,0.03145439922809601,6,35
2205,0.031012672930955887,6,36
13727,0.03070272132754326,6,37
1012,0.02764878049492836,6,38
1999,0.03864065185189247,7,0
2285,0.041340649127960205,7,1
1010,0.041510067880153656,7,2
2048,0.042391370981931686,7,3
2111,0.03923748806118965,7,4
2179,0.03881927579641342,7,5
2037,0.03718620911240578,7,6
10506,0.03724771738052368,7,7
4048,0.03778474032878876,7,8
6961,0.03689877688884735,7,9
3908,0.03586791455745697,7,10
1012,0.036870501935482025,7,11
1996,0.04128549247980118,7,12
6884,0.043766070157289505,7,13
13172,0.04210392385721207,7,14
2020,0.041681546717882156,7,15
18464,0.04316986724734306,7,16
1998,0.041944485157728195,7,17
2020,0.040834251791238785,7,18
5338,0.039974380284547806,7,19
2007,0.0388287790119648,7,20
6215,0.039496518671512604,7,21
1997,0.040700335055589676,7,22
3200,0.04082093387842178,7,23
1012,0.04159795865416527,7,24
2111,0.033106401562690735,8,0
2020,0.03344190493226051,8,1
4527,0.03374246880412102,8,2
2043,0.034653887152671814,8,3
1037,0.03399132192134857,8,4
2934,0.03461303189396858,8,5
2001,0.032269079238176346,8,6
2179,0.03114938735961914,8,7
5905,0.030675631016492844,8,8
1997,0.031167082488536835,8,9
12581,0.03338710591197014,8,10
6101,0.03424721956253052,8,11
2075,0.03469255194067955,8,12
3674,0.03542298078536987,8,13
2308,0.03577519208192825,8,14
1010,0.03431418165564537,8,15
2027,0.03224705904722214,8,16
2020,0.03144979476928711,8,17
4527,0.031594276428222656,8,18
2008,0.03367619216442108,8,19
2002,0.03404124453663826,8,20
2052,0.03408170863986015,8,21
2001,0.03336283564567566,8,22
2179,0.033983901143074036,8,23
5905,0.03299960866570473,8,24
2138,0.03309231251478195,8,25
2002,0.0336836539208889,8,26
2018,0.03287181258201599,8,27
7470,0.03342881053686142,8,28
1012,0.03283732011914253,8,29
2198,0.022741245105862617,9,0
3044,0.02391168475151062,9,1
1010,0.024400578811764717,9,2
1037,0.024944350123405457,9,3
23700,0.025119822472333908,9,4
2934,0.02430128864943981,9,5
1010,0.023075971752405167,9,6
2003,0.023444341495633125,9,7
5307,0.023310402408242226,9,8
9989,0.023971011862158775,9,9
1997,0.023549117147922516,9,10
4424,0.023997608572244644,9,11
23337,0.02326030284166336,9,12
2013,0.022920137271285057,9,13
2340,0.023497557267546654,9,14
2493,0.02277274616062641,9,15
1012,0.022664450109004974,9,16
3044,0.022928748279809952,9,17
2001,0.02333894558250904,9,18
5496,0.023845599964261055,9,19
1997,0.024180442094802856,9,20
2383,0.02482100948691368,9,21
15287,0.025063324719667435,9,22
2980,0.025423431769013405,9,23
14366,0.025370880961418152,9,24
4243,0.02487899921834469,9,25
2007,0.0244197566062212,9,26
2931,0.02384096570312977,9,27
2493,0.023455336689949036,9,28
1012,0.02331341803073883,9,29
3044,0.02368134632706642,9,30
2089,0.023196613416075706,9,31
2022,0.023383324965834618,9,32
3718,0.023550506681203842,9,33
2013,0.023933170363307,9,34
2010,0.023872897028923035,9,35
2783,0.023929398506879807,9,36
2597,0.02254132367670536,9,37
14223,0.022917287424206734,9,38
2019,0.02328607439994812,9,39
4812,0.023749666288495064,9,40
1012,0.025194963440299034,9,41
2610,0.01441559661179781,10,0
1999,0.01412471104413271,10,1
6239,0.013728680089116096,10,2
1010,0.013480741530656815,10,3
2043,0.013778841122984886,10,4
4755,0.012850175611674786,10,5
2041,0.012692994438111782,10,6
1037,0.01275591365993023,10,7
9410,0.012915298342704773,10,8
6636,0.012941504828631878,10,9
4638,0.012955757789313793,10,10
1010,0.012969860807061195,10,11
2179,0.013022356666624546,10,12
