Data_type,Epoch,Loss
training,0,2.8284032e-06
training,0,0.00084098673
training,0,0.0016796931
training,0,0.00214522
training,0,1.9307026e-06
training,0,0.009857611
training,0,0.00113632
training,0,0.0021212026
training,0,0.002919526
training,0,0.018439159
training,0,0.033412453
training,0,2.0206951e-05
training,0,0.0041410606
training,0,0.0025376584
training,0,0.0013350308
training,0,0.00056362024
training,0,0.01433258
training,0,0.0020263412
training,0,0.0005158258
training,0,0.0025344323
training,0,0.021274507
training,0,0.0089955805
training,0,0.009732299
training,0,0.0058510355
training,0,0.004961667
training,0,0.008954965
training,0,0.001284188
training,0,0.0002510768
training,0,0.0011547271
training,0,0.08276694
training,0,0.0009965965
training,0,0.011904462
training,0,0.008237009
training,0,0.063595414
training,0,0.0019313706
training,0,0.0044135842
training,0,0.031226475
training,0,0.014571517
training,0,0.0045536202
training,0,0.024866784
training,0,0.0076553756
training,0,0.0076953424
training,0,0.009904877
training,0,0.0004249119
training,0,0.0016118647
training,0,0.01488727
training,0,0.0025679865
training,0,0.021974226
training,0,0.019544035
training,0,0.0036600141
training,0,0.020825475
training,0,0.012600639
training,0,0.0053330106
training,0,1.1060437e-05
training,0,0.039888788
training,0,0.006941994
training,0,0.008060508
training,0,0.00063815474
training,0,5.1933337e-05
training,0,0.044584893
training,0,0.0033523845
training,0,0.029431116
training,0,0.00033035
training,0,0.013553814
training,0,0.006049792
training,0,0.0034102525
training,0,0.003207389
training,0,0.009238239
training,0,0.020049447
training,0,0.004508608
training,0,0.018318143
training,0,0.0037999284
training,0,0.018018825
training,0,0.012327748
training,0,0.0065151984
training,0,0.010806641
training,0,0.020742318
training,0,5.8540405e-05
training,0,0.049042985
training,0,0.019661695
training,0,0.00088601734
training,0,0.00054970884
training,0,0.047649648
training,0,0.018149229
training,0,0.00957508
training,0,0.019808324
training,0,0.044589628
training,0,0.0021375902
training,0,0.033618614
training,0,0.002023538
training,0,1.5309242e-05
training,0,0.0052635428
training,0,0.03104886
training,0,0.019367548
training,0,0.006765887
training,0,0.0014612054
training,0,0.008338857
training,0,0.0034963028
training,0,0.004908349
training,0,0.0029919324
training,0,0.017424837
training,0,0.008109531
training,0,0.004606085
training,0,0.021734267
training,0,0.003300816
training,0,0.0032976253
training,0,0.0009892894
training,0,0.01772488
training,0,0.005357847
training,0,0.025754029
training,0,0.0010042404
training,0,0.011932373
training,0,0.007163219
training,0,0.00502597
training,0,0.022839118
training,0,0.0044655027
training,0,0.00066721893
training,0,0.021748511
training,0,0.021061547
training,0,0.0010034658
training,0,9.337372e-07
training,0,0.005676201
training,0,0.0005695493
training,0,0.004943467
training,0,0.0008691967
testing,0,0.0003366413
baseline,0,0.00027634975
testing,0,0.0044699935
baseline,0,0.0043114386
testing,0,0.007287411
baseline,0,0.0072491076
testing,0,0.003258336
baseline,0,0.0029361376
testing,0,0.0001493813
baseline,0,0.00055435905
testing,0,0.004435693
baseline,0,0.0060950234
testing,0,0.038203713
baseline,0,0.037822377
testing,0,0.012564349
baseline,0,0.013317541
testing,0,0.00018849467
baseline,0,0.00011383229
testing,0,0.0033624314
baseline,0,0.0070451526
testing,0,0.005804697
baseline,0,0.0065419786
testing,0,0.0069764294
baseline,0,0.0067903083
testing,0,0.0314532
baseline,0,0.032117862
testing,0,0.0073366486
baseline,0,0.0048749805
testing,0,0.00043712676
baseline,0,0.0014384047
training,1,0.028452897
training,1,0.0054807924
training,1,0.008517749
training,1,0.005933112
training,1,0.0046067084
training,1,0.0033877396
training,1,0.0031825085
training,1,0.01922238
training,1,0.013939254
training,1,0.0051823203
training,1,0.011448986
training,1,0.01494458
training,1,0.02828649
training,1,0.010683691
training,1,0.00027091178
training,1,0.0033442243
training,1,0.004039008
training,1,0.008997476
training,1,0.00023075333
training,1,0.00016317706
training,1,0.0062093907
training,1,0.022965956
training,1,0.014353588
training,1,0.008526628
training,1,0.014786699
training,1,0.04161988
training,1,0.0004202386
training,1,0.012132899
training,1,0.0013717305
training,1,0.019567674
training,1,0.0004373365
training,1,0.0026077242
training,1,0.024884852
training,1,0.0129160425
training,1,0.005774917
training,1,0.0053109284
training,1,0.017859915
training,1,0.0076767346
training,1,0.007311775
training,1,0.012275402
training,1,0.00579707
training,1,0.030520698
training,1,0.003389305
training,1,0.0038931249
training,1,0.012210822
training,1,0.018037714
training,1,0.012749452
training,1,0.000897723
training,1,0.008978088
training,1,0.036453094
training,1,0.0025860616
training,1,0.010672951
training,1,0.0069307615
training,1,0.0014769331
training,1,2.2202778e-06
training,1,0.0107694045
training,1,0.0133687
training,1,0.0007037653
training,1,2.979547e-05
training,1,0.0022702417
training,1,0.022341106
training,1,0.00020317835
training,1,0.0014427846
training,1,0.012602295
training,1,0.0026929067
training,1,0.008276739
training,1,0.0028305121
training,1,0.011554728
training,1,0.004086062
training,1,0.005915497
training,1,3.385738e-05
training,1,0.00010358311
training,1,0.008269736
training,1,0.00037790957
training,1,0.00041269374
training,1,0.009697678
training,1,0.04508737
training,1,0.009193337
training,1,0.031224517
training,1,0.021746373
training,1,0.0002874021
training,1,0.0021102263
training,1,8.710367e-06
training,1,0.0032667909
training,1,1.5022013e-05
training,1,0.0048760753
training,1,0.0017759341
training,1,0.015046431
training,1,0.0013300552
training,1,0.019794332
training,1,0.011074119
training,1,0.011132396
training,1,0.0032769404
training,1,1.781512e-05
training,1,0.00012873112
training,1,0.0015911659
training,1,0.000729787
training,1,0.00086054264
training,1,0.00010523857
training,1,0.008198222
training,1,0.00193524
training,1,0.00116729
training,1,0.0032666705
training,1,0.015525169
training,1,0.04063406
training,1,7.474392e-05
training,1,0.0027058832
training,1,0.0011131589
training,1,0.00081644964
training,1,0.0008184548
training,1,0.01018357
training,1,0.0008124683
training,1,0.00015608559
training,1,0.0036494043
training,1,0.022481803
training,1,0.006261709
training,1,0.008608372
training,1,0.0049934955
training,1,0.005647494
training,1,0.010374909
training,1,0.0010839718
training,1,0.000102901344
training,1,0.0016236395
training,1,0.084393
training,1,0.00038338106
training,1,0.012067779
training,1,0.0072746654
training,1,0.0653325
training,1,0.0022827417
training,1,0.0046948036
training,1,0.036234505
training,1,0.011729747
training,1,0.003509114
training,1,0.022204513
training,1,0.009007593
training,1,0.0059246547
training,1,0.0075199427
training,1,0.00024875943
training,1,0.0015151307
training,1,0.012099923
training,1,0.0026261369
training,1,0.021801282
training,1,0.01827996
training,1,0.003498496
training,1,0.017530035
training,1,0.01137903
training,1,0.0043552914
training,1,1.4277753e-05
training,1,0.04121292
training,1,0.0060666665
training,1,0.006281976
training,1,0.0004387991
training,1,4.6036937e-05
training,1,0.043238208
training,1,0.0027547467
training,1,0.027869035
training,1,0.00048790878
training,1,0.011435046
training,1,0.004949805
training,1,0.0032447
training,1,0.0029290074
training,1,0.0088134855
training,1,0.019492418
training,1,0.0047575394
training,1,0.018282816
training,1,0.0030858316
training,1,0.015926018
training,1,0.013650739
training,1,0.006921298
training,1,0.010627533
training,1,0.020199789
training,1,7.22358e-05
training,1,0.04763947
training,1,0.019916615
training,1,0.0008010932
training,1,0.00045043734
training,1,0.046115432
training,1,0.016771523
training,1,0.009039165
training,1,0.020148024
training,1,0.042886738
training,1,0.002286259
training,1,0.0330191
training,1,0.0019133645
training,1,6.829624e-07
training,1,0.004013324
training,1,0.029184958
training,1,0.018734526
training,1,0.0060404
training,1,0.0008574915
training,1,0.009460763
training,1,0.0035148088
training,1,0.005324273
training,1,0.0029428373
training,1,0.014937183
training,1,0.007885163
training,1,0.0042737843
training,1,0.021043813
training,1,0.003404038
training,1,0.0027980562
training,1,0.0009920088
training,1,0.016686756
training,1,0.0051486483
training,1,0.025135348
training,1,0.00080665457
training,1,0.011198039
training,1,0.007208264
training,1,0.0044063744
training,1,0.023230042
training,1,0.0034868391
training,1,0.00030103725
training,1,0.022155715
training,1,0.019760085
training,1,0.0008943696
training,1,3.5784164e-05
training,1,0.0054218667
training,1,0.00045193598
training,1,0.005185118
training,1,0.0008065205
testing,1,0.00015662631
baseline,1,0.00027634975
testing,1,0.0048635514
baseline,1,0.0043114386
testing,1,0.0073854653
baseline,1,0.0072491076
testing,1,0.0034584308
baseline,1,0.0029361376
testing,1,0.00014813218
baseline,1,0.00055435905
testing,1,0.004125832
baseline,1,0.0060950234
testing,1,0.036175594
baseline,1,0.037822377
testing,1,0.0131333
baseline,1,0.013317541
testing,1,0.00023229759
baseline,1,0.00011383229
testing,1,0.0037248957
baseline,1,0.0070451526
testing,1,0.0058835065
baseline,1,0.0065419786
testing,1,0.007264841
baseline,1,0.0067903083
testing,1,0.030101508
baseline,1,0.032117862
testing,1,0.0063200356
baseline,1,0.0048749805
testing,1,0.00039593005
baseline,1,0.0014384047
training,2,0.026458148
training,2,0.006117142
training,2,0.008725432
training,2,0.005127187
training,2,0.0047310637
training,2,0.0030213748
training,2,0.0029342743
training,2,0.018111046
training,2,0.012704225
training,2,0.0041900566
training,2,0.011912694
training,2,0.015817348
training,2,0.02916809
training,2,0.009627281
training,2,0.00026258698
training,2,0.003578618
training,2,0.0033419142
training,2,0.008092681
training,2,0.0002291466
training,2,0.00042333393
training,2,0.0048765815
training,2,0.021006718
training,2,0.013610812
training,2,0.008635697
training,2,0.013032662
training,2,0.040061958
training,2,0.00067973154
training,2,0.011361718
training,2,0.0014425669
training,2,0.019806847
training,2,0.00027330202
training,2,0.0020498931
training,2,0.02702673
training,2,0.01136392
training,2,0.005797115
training,2,0.0045207
training,2,0.018272763
training,2,0.0069001988
training,2,0.0062173707
training,2,0.011538144
training,2,0.0057425243
training,2,0.02745908
training,2,0.003085354
training,2,0.00424883
training,2,0.011027749
training,2,0.016057665
training,2,0.011147663
training,2,0.00070222764
training,2,0.00927454
training,2,0.03527372
training,2,0.0030921001
training,2,0.009689394
training,2,0.006499545
training,2,0.0012199284
training,2,1.4317296e-08
training,2,0.009108492
training,2,0.011918105
training,2,0.0004139465
training,2,5.9565164e-06
training,2,0.0024957773
training,2,0.023489099
training,2,0.00036883572
training,2,0.0011350643
training,2,0.012955848
training,2,0.0020939326
training,2,0.008070955
training,2,0.0023798177
training,2,0.0099552935
training,2,0.004292105
training,2,0.0048604244
training,2,1.8690098e-06
training,2,7.300297e-05
training,2,0.009105302
training,2,0.00039461447
training,2,0.00017183089
training,2,0.009788227
training,2,0.042770434
training,2,0.0082318615
training,2,0.030253636
training,2,0.02034097
training,2,0.00032750343
training,2,0.002297631
training,2,7.8565055e-05
training,2,0.0030918985
training,2,2.0413989e-05
training,2,0.005315561
training,2,0.001557696
training,2,0.015209474
training,2,0.0015512685
training,2,0.017756103
training,2,0.010799815
training,2,0.01009743
training,2,0.002681301
training,2,4.137698e-05
training,2,9.0441186e-05
training,2,0.0013652819
training,2,0.00066348567
training,2,0.0006359995
training,2,0.00010838692
training,2,0.008762391
training,2,0.0019465926
training,2,0.001163227
training,2,0.0024978707
training,2,0.01535206
training,2,0.043432474
training,2,0.00013016874
training,2,0.002474133
training,2,0.0007537796
training,2,0.00090606674
training,2,0.00057794456
training,2,0.008434742
training,2,0.00048970536
training,2,0.00012695743
training,2,0.0038525646
training,2,0.021541871
training,2,0.004983958
training,2,0.008944845
training,2,0.0049318634
training,2,0.0053080968
training,2,0.010339677
training,2,0.00056523434
training,2,0.00012086074
training,2,0.0015516769
training,2,0.08206961
training,2,0.0002180715
training,2,0.010944
training,2,0.007496059
training,2,0.06377024
training,2,0.0020522296
training,2,0.004133909
training,2,0.038929775
training,2,0.009885876
training,2,0.0032062675
training,2,0.021378692
training,2,0.009269426
training,2,0.0051034875
training,2,0.0064497194
training,2,0.00025345455
training,2,0.0017753232
training,2,0.0107812
training,2,0.0022502525
training,2,0.020364812
training,2,0.016014738
training,2,0.0028902045
training,2,0.015710264
training,2,0.011046744
training,2,0.003920322
training,2,4.661756e-05
training,2,0.04103304
training,2,0.0058235102
training,2,0.0053838487
training,2,0.0004053649
training,2,7.955273e-06
training,2,0.04072488
training,2,0.001936616
training,2,0.027579008
training,2,0.00077728106
training,2,0.01014194
training,2,0.0043133316
training,2,0.002773311
training,2,0.0029902728
training,2,0.007922557
training,2,0.018319061
training,2,0.0053932974
training,2,0.017656477
training,2,0.002651928
training,2,0.014577856
training,2,0.0143484585
training,2,0.0077387798
training,2,0.010954594
training,2,0.019154085
training,2,0.00013408504
training,2,0.045461584
training,2,0.020810138
training,2,0.0008221969
training,2,0.00044229336
training,2,0.04394363
training,2,0.015009148
training,2,0.008883318
training,2,0.019914133
training,2,0.040613655
training,2,0.0026303935
training,2,0.033068333
training,2,0.0016998735
training,2,3.988281e-07
training,2,0.003150581
training,2,0.027885571
training,2,0.018507786
training,2,0.0055925613
training,2,0.00050866586
training,2,0.010296592
training,2,0.0033851399
training,2,0.005549194
training,2,0.0027663326
training,2,0.012946869
training,2,0.007481681
training,2,0.0038197255
training,2,0.020091847
training,2,0.0036417446
training,2,0.0024912355
training,2,0.0009236434
training,2,0.015445093
training,2,0.0048354166
training,2,0.024825595
training,2,0.00060531026
training,2,0.010677096
training,2,0.0073807356
training,2,0.003959974
training,2,0.023827858
training,2,0.0027669843
training,2,0.00011101253
training,2,0.022703586
training,2,0.01875186
training,2,0.0007565083
training,2,0.00014459256
training,2,0.0052805026
training,2,0.0003811216
training,2,0.005473138
training,2,0.0007820591
testing,2,4.2663756e-05
baseline,2,0.00027634975
testing,2,0.0051655737
baseline,2,0.0043114386
testing,2,0.0075837164
baseline,2,0.0072491076
testing,2,0.0036978945
baseline,2,0.0029361376
testing,2,0.00015614877
baseline,2,0.00055435905
testing,2,0.003889607
baseline,2,0.0060950234
testing,2,0.03410094
baseline,2,0.037822377
testing,2,0.013595151
baseline,2,0.013317541
testing,2,0.00026733166
baseline,2,0.00011383229
testing,2,0.0040330905
baseline,2,0.0070451526
testing,2,0.0060150274
baseline,2,0.0065419786
testing,2,0.0074340953
baseline,2,0.0067903083
testing,2,0.028690636
baseline,2,0.032117862
testing,2,0.0055103996
baseline,2,0.0048749805
testing,2,0.00035583467
baseline,2,0.0014384047
training,3,0.024827348
training,3,0.006817808
training,3,0.008998355
training,3,0.004478011
training,3,0.004793673
training,3,0.0027251183
training,3,0.002739672
training,3,0.01717888
training,3,0.011615044
training,3,0.0033067223
training,3,0.012417224
training,3,0.0165837
training,3,0.029900242
training,3,0.008723935
training,3,0.00024457995
training,3,0.0037820693
training,3,0.002722738
training,3,0.0072933706
training,3,0.00022426283
training,3,0.00078840833
training,3,0.0036997607
training,3,0.01931463
training,3,0.012964015
training,3,0.008716694
training,3,0.011594676
training,3,0.038585335
training,3,0.0009583663
training,3,0.010604031
training,3,0.001536556
training,3,0.020038174
training,3,0.00015317478
training,3,0.0015621539
training,3,0.029025806
training,3,0.010096202
training,3,0.005820995
training,3,0.0038584634
training,3,0.01865012
training,3,0.0062128785
training,3,0.0053205155
training,3,0.010827339
training,3,0.0056573995
training,3,0.024626832
training,3,0.0027970574
training,3,0.004580765
training,3,0.009983286
training,3,0.014228605
training,3,0.009770488
training,3,0.0005449699
training,3,0.009548127
training,3,0.034136493
training,3,0.0035927966
training,3,0.008811088
training,3,0.006079726
training,3,0.0009894405
training,3,2.5521153e-06
training,3,0.0076673725
training,3,0.010605064
training,3,0.00021753533
training,3,2.275462e-07
training,3,0.0027130921
training,3,0.024596952
training,3,0.0005698873
training,3,0.00087887835
training,3,0.01325626
training,3,0.0016038034
training,3,0.0078958925
training,3,0.001979938
training,3,0.008499819
training,3,0.004477554
training,3,0.003946824
training,3,6.0972743e-05
training,3,5.0422794e-05
training,3,0.009923951
training,3,0.00040725092
training,3,3.815585e-05
training,3,0.00989026
training,3,0.04056152
training,3,0.007372005
training,3,0.029281743
training,3,0.019088624
training,3,0.0003657647
training,3,0.0025044682
training,3,0.00020833882
training,3,0.0029276572
training,3,2.5481577e-05
training,3,0.0057234536
training,3,0.0013659297
training,3,0.0153179895
training,3,0.0017642061
training,3,0.015922975
training,3,0.010525283
training,3,0.009130653
training,3,0.0021831673
training,3,7.0848364e-05
training,3,6.159766e-05
training,3,0.0011794287
training,3,0.00059269695
training,3,0.0004529867
training,3,0.00011310409
training,3,0.00933567
training,3,0.0019567066
training,3,0.001145682
training,3,0.0018439168
training,3,0.015142256
training,3,0.046034772
training,3,0.00019063825
training,3,0.0022565706
training,3,0.00048974453
training,3,0.0009888043
training,3,0.00038807114
training,3,0.0069625312
training,3,0.00026770253
training,3,0.000100861085
training,3,0.004043611
training,3,0.020743003
training,3,0.0039056158
training,3,0.009233241
training,3,0.0048628403
training,3,0.005009711
training,3,0.0102640195
training,3,0.00022467454
training,3,0.00013446012
training,3,0.0014808133
training,3,0.079752445
training,3,0.00010538736
training,3,0.009917675
training,3,0.0077501964
training,3,0.062268805
training,3,0.0018195437
training,3,0.003617612
training,3,0.041479617
training,3,0.008288591
training,3,0.0029396922
training,3,0.02065648
training,3,0.00947318
training,3,0.004405233
training,3,0.0055780592
training,3,0.00025914525
training,3,0.0020320825
training,3,0.009678835
training,3,0.0019224199
training,3,0.019033583
training,3,0.013885132
training,3,0.0023330725
training,3,0.014124857
training,3,0.010738425
training,3,0.003540768
training,3,9.356116e-05
training,3,0.040783156
training,3,0.0056000715
training,3,0.0046438393
training,3,0.00038048008
training,3,1.0584389e-06
training,3,0.038390454
training,3,0.0012585595
training,3,0.027349379
training,3,0.0011141321
training,3,0.009013082
training,3,0.0037466479
training,3,0.0023542477
training,3,0.0030477266
training,3,0.0071013495
training,3,0.017250586
training,3,0.0060560745
training,3,0.017094642
training,3,0.0022610337
training,3,0.013336274
training,3,0.015013124
training,3,0.008570069
training,3,0.011282546
training,3,0.018207612
training,3,0.00021132425
training,3,0.04347375
training,3,0.021710673
training,3,0.0008302678
training,3,0.00043714966
training,3,0.041885518
training,3,0.013368758
training,3,0.008720661
training,3,0.019626953
training,3,0.03831239
training,3,0.0030062797
training,3,0.033120226
training,3,0.0015095645
training,3,4.414641e-06
training,3,0.0024256771
training,3,0.026632058
training,3,0.018265871
training,3,0.0051645255
training,3,0.0002680295
training,3,0.011123805
training,3,0.003269398
training,3,0.0057758074
training,3,0.002603129
training,3,0.011193321
training,3,0.007110388
training,3,0.0033990187
training,3,0.01922751
training,3,0.003881741
training,3,0.0022362152
training,3,0.0008554193
training,3,0.014282187
training,3,0.0045370376
training,3,0.02449806
training,3,0.00044437524
training,3,0.010184692
training,3,0.0075145345
training,3,0.0035472214
training,3,0.02436675
training,3,0.0021691802
training,3,1.8301915e-05
training,3,0.02317089
training,3,0.01781475
training,3,0.00063341076
training,3,0.00032296573
training,3,0.0051380387
training,3,0.0003195663
training,3,0.005713847
training,3,0.0007546593
testing,3,8.8613956e-07
baseline,3,0.00027634975
testing,3,0.0054714107
baseline,3,0.0043114386
testing,3,0.007771375
baseline,3,0.0072491076
testing,3,0.0039001284
baseline,3,0.0029361376
testing,3,0.00015777194
baseline,3,0.00055435905
testing,3,0.0036379865
baseline,3,0.0060950234
testing,3,0.032190364
baseline,3,0.037822377
testing,3,0.01409656
baseline,3,0.013317541
testing,3,0.000314456
baseline,3,0.00011383229
testing,3,0.004350542
baseline,3,0.0070451526
testing,3,0.006097768
baseline,3,0.0065419786
testing,3,0.0076011014
baseline,3,0.0067903083
testing,3,0.027425483
baseline,3,0.032117862
testing,3,0.00478543
baseline,3,0.0048749805
testing,3,0.00033492985
baseline,3,0.0014384047
training,4,0.023308812
training,4,0.00749279
training,4,0.009231144
training,4,0.0038841628
training,4,0.00487265
training,4,0.002432536
training,4,0.0025374335
training,4,0.01628401
training,4,0.010558344
training,4,0.0025669315
training,4,0.012856075
training,4,0.017369647
training,4,0.030654885
training,4,0.007875143
training,4,0.00023163899
training,4,0.004007879
training,4,0.00221
training,4,0.0065205065
training,4,0.00022778075
training,4,0.0012257766
training,4,0.0027081901
training,4,0.017743042
training,4,0.012304511
training,4,0.008836719
training,4,0.010323432
training,4,0.0372922
training,4,0.001268039
training,4,0.009918178
training,4,0.0016297625
training,4,0.020187583
training,4,7.478984e-05
training,4,0.0011576449
training,4,0.030985767
training,4,0.008987955
training,4,0.0058058337
training,4,0.0032690894
training,4,0.0189306
training,4,0.00556357
training,4,0.0045423876
training,4,0.010099878
training,4,0.005512308
training,4,0.022035634
training,4,0.0024995182
training,4,0.004866803
training,4,0.0090183085
training,4,0.012557538
training,4,0.008536913
training,4,0.00042407654
training,4,0.009834567
training,4,0.033068523
training,4,0.0041075624
training,4,0.008047277
training,4,0.0056475955
training,4,0.0007909192
training,4,7.941726e-06
training,4,0.006431502
training,4,0.009431548
training,4,9.0284935e-05
training,4,1.0242425e-05
training,4,0.0029064962
training,4,0.025636245
training,4,0.0007947999
training,4,0.00067238265
training,4,0.01347538
training,4,0.0012122943
training,4,0.0077685066
training,4,0.0016319241
training,4,0.0071911127
training,4,0.004628945
training,4,0.0031415976
training,4,0.00019028227
training,4,3.228735e-05
training,4,0.010746502
training,4,0.00042095428
training,4,1.9154004e-07
training,4,0.00998316
training,4,0.038477443
training,4,0.006610349
training,4,0.02833348
training,4,0.017928407
training,4,0.00040728666
training,4,0.0027224743
training,4,0.00038478526
training,4,0.002759611
training,4,3.122148e-05
training,4,0.0061101425
training,4,0.0011886436
training,4,0.015393458
training,4,0.0019585937
training,4,0.014241066
training,4,0.010234092
training,4,0.008205695
training,4,0.0017711985
training,4,0.000105682644
training,4,4.0953513e-05
training,4,0.0010300047
training,4,0.00051454006
training,4,0.00030284762
training,4,0.000121134275
training,4,0.009916055
training,4,0.001970512
training,4,0.0011114468
training,4,0.0012985491
training,4,0.01488405
training,4,0.048502494
training,4,0.000254173
training,4,0.0020446223
training,4,0.00029632743
training,4,0.0010621581
training,4,0.00024189544
training,4,0.00570288
training,4,0.00012164135
training,4,7.699129e-05
training,4,0.0042291824
training,4,0.020064859
training,4,0.0029881804
training,4,0.009473484
training,4,0.004783127
training,4,0.0047463304
training,4,0.010151934
training,4,4.2211283e-05
training,4,0.00014261574
training,4,0.00141172
training,4,0.07743092
training,4,3.5431058e-05
training,4,0.008973153
training,4,0.008032055
training,4,0.060821395
training,4,0.0015900363
training,4,0.0031445748
training,4,0.04393309
training,4,0.0068877195
training,4,0.0026938077
training,4,0.019998139
training,4,0.009632757
training,4,0.0037989567
training,4,0.0048526237
training,4,0.000265142
training,4,0.002279348
training,4,0.008739043
training,4,0.0016358049
training,4,0.017791834
training,4,0.011881972
training,4,0.0018288178
training,4,0.012718994
training,4,0.010441937
training,4,0.003202641
training,4,0.00015312889
training,4,0.040462613
training,4,0.005388154
training,4,0.0040231985
training,4,0.000361893
training,4,2.2746177e-05
training,4,0.03620939
training,4,0.00072091725
training,4,0.027157677
training,4,0.00149017
training,4,0.008014198
training,4,0.00323601
training,4,0.0019826356
training,4,0.0030979197
training,4,0.006341873
training,4,0.016277518
training,4,0.0067429007
training,4,0.016591875
training,4,0.0019028521
training,4,0.012180485
training,4,0.015653042
training,4,0.009413318
training,4,0.011605571
training,4,0.017349456
training,4,0.00030121568
training,4,0.041659568
training,4,0.02261427
training,4,0.00082244107
training,4,0.00043342132
training,4,0.03991951
training,4,0.011844086
training,4,0.008539561
training,4,0.019293297
training,4,0.035983738
training,4,0.003412217
training,4,0.03315093
training,4,0.0013434954
training,4,1.3339745e-05
training,4,0.0018146964
training,4,0.025388643
training,4,0.017991487
training,4,0.0047488743
training,4,0.00011278159
training,4,0.01195204
training,4,0.0031650472
training,4,0.006005728
training,4,0.0024519817
training,4,0.009637233
training,4,0.006769687
training,4,0.0030092846
training,4,0.018445708
training,4,0.004120787
training,4,0.002021438
training,4,0.0007885456
training,4,0.013191325
training,4,0.0042548105
training,4,0.024134394
training,4,0.00031831532
training,4,0.009707026
training,4,0.0076029315
training,4,0.0031616574
training,4,0.024844417
training,4,0.0016727081
training,4,2.3329562e-06
training,4,0.023555975
training,4,0.016935505
training,4,0.0005225424
training,4,0.0005682545
training,4,0.00499567
training,4,0.0002657779
training,4,0.0059093265
training,4,0.000725065
testing,4,1.8643917e-05
baseline,4,0.00027634975
testing,4,0.005780831
baseline,4,0.0043114386
testing,4,0.007953665
baseline,4,0.0072491076
testing,4,0.0040635434
baseline,4,0.0029361376
testing,4,0.00015387456
baseline,4,0.00055435905
testing,4,0.0033754264
baseline,4,0.0060950234
testing,4,0.030410374
baseline,4,0.037822377
testing,4,0.014637608
baseline,4,0.013317541
testing,4,0.00037521226
baseline,4,0.00011383229
testing,4,0.0046770833
baseline,4,0.0070451526
testing,4,0.006134962
baseline,4,0.0065419786
testing,4,0.0077662705
baseline,4,0.0067903083
testing,4,0.026282629
baseline,4,0.032117862
testing,4,0.004133118
baseline,4,0.0048749805
testing,4,0.00033022286
baseline,4,0.0014384047
training,5,0.021886889
training,5,0.008142738
training,5,0.009431328
training,5,0.0033421481
training,5,0.0049619814
training,5,0.0021471179
training,5,0.0023321158
training,5,0.0154241165
training,5,0.009535875
training,5,0.0019465777
training,5,0.013237662
training,5,0.018164085
training,5,0.03142512
training,5,0.0070776367
training,5,0.00022184821
training,5,0.0042531225
training,5,0.0017841564
training,5,0.005775904
training,5,0.00023858993
training,5,0.0017171586
training,5,0.0018845955
training,5,0.016278718
training,5,0.011632876
training,5,0.008988827
training,5,0.009194226
training,5,0.036150504
training,5,0.00160459
training,5,0.009289889
training,5,0.0017257096
training,5,0.020257479
training,5,2.7878279e-05
training,5,0.0008249159
training,5,0.032900378
training,5,0.008014062
training,5,0.005757187
training,5,0.0027456977
training,5,0.019123718
training,5,0.0049527762
training,5,0.0038674904
training,5,0.0093666855
training,5,0.0053156223
training,5,0.019650733
training,5,0.0021994994
training,5,0.0051102885
training,5,0.008128771
training,5,0.0110194385
training,5,0.0074320748
training,5,0.0003308972
training,5,0.010126182
training,5,0.032042585
training,5,0.004634125
training,5,0.007377137
training,5,0.0052099796
training,5,0.0006196102
training,5,1.4624784e-05
