story_tokenized,tensor,story_id,story,token_id,story_cond,hedges
evidence,3350,2,'arson_free',176,'arson_free',T
clearly,4415,2,'arson_free',177,'arson_free',T
points,2685,2,'arson_free',178,'arson_free',T
to,2000,2,'arson_free',179,'arson_free',T
him,2032,2,'arson_free',180,'arson_free',T
.,1012,2,'arson_free',181,'arson_free',T
on,2006,3,'scam_jail',0,'scam_jail',F
august,2257,3,'scam_jail',1,'scam_jail',F
30,2382,3,'scam_jail',2,'scam_jail',F
2018,2760,3,'scam_jail',3,'scam_jail',F
",",1010,3,'scam_jail',4,'scam_jail',F
30,2382,3,'scam_jail',5,'scam_jail',F
",",1010,3,'scam_jail',6,'scam_jail',F
000,2199,3,'scam_jail',7,'scam_jail',F
internet,4274,3,'scam_jail',8,'scam_jail',F
users,5198,3,'scam_jail',9,'scam_jail',F
in,1999,3,'scam_jail',10,'scam_jail',F
spain,3577,3,'scam_jail',11,'scam_jail',F
received,2363,3,'scam_jail',12,'scam_jail',F
an,2019,3,'scam_jail',13,'scam_jail',F
email,10373,3,'scam_jail',14,'scam_jail',F
with,2007,3,'scam_jail',15,'scam_jail',F
the,1996,3,'scam_jail',16,'scam_jail',F
subject,3395,3,'scam_jail',17,'scam_jail',F
line,2240,3,'scam_jail',18,'scam_jail',F
',1005,3,'scam_jail',19,'scam_jail',F
immediate,6234,3,'scam_jail',20,'scam_jail',F
response,3433,3,'scam_jail',21,'scam_jail',F
required,3223,3,'scam_jail',22,'scam_jail',F
-,1011,3,'scam_jail',23,'scam_jail',F
copyright,9385,3,'scam_jail',24,'scam_jail',F
infringement,20701,3,'scam_jail',25,'scam_jail',F
',1005,3,'scam_jail',26,'scam_jail',F
.,1012,3,'scam_jail',27,'scam_jail',F
in,1999,3,'scam_jail',28,'scam_jail',F
these,2122,3,'scam_jail',29,'scam_jail',F
emails,22028,3,'scam_jail',30,'scam_jail',F
",",1010,3,'scam_jail',31,'scam_jail',F
the,1996,3,'scam_jail',32,'scam_jail',F
recipients,15991,3,'scam_jail',33,'scam_jail',F
were,2020,3,'scam_jail',34,'scam_jail',F
accused,5496,3,'scam_jail',35,'scam_jail',F
of,1997,3,'scam_jail',36,'scam_jail',F
illegally,17800,3,'scam_jail',37,'scam_jail',F
distributing,20083,3,'scam_jail',38,'scam_jail',F
pornographic,26932,3,'scam_jail',39,'scam_jail',F
content,4180,3,'scam_jail',40,'scam_jail',F
and,1998,3,'scam_jail',41,'scam_jail',F
were,2020,3,'scam_jail',42,'scam_jail',F
instructed,10290,3,'scam_jail',43,'scam_jail',F
to,2000,3,'scam_jail',44,'scam_jail',F
pay,3477,3,'scam_jail',45,'scam_jail',F
$,1002,3,'scam_jail',46,'scam_jail',F
11,2340,3,'scam_jail',47,'scam_jail',F
",",1010,3,'scam_jail',48,'scam_jail',F
500,3156,3,'scam_jail',49,'scam_jail',F
by,2011,3,'scam_jail',50,'scam_jail',F
the,1996,3,'scam_jail',51,'scam_jail',F
end,2203,3,'scam_jail',52,'scam_jail',F
of,1997,3,'scam_jail',53,'scam_jail',F
september,2244,3,'scam_jail',54,'scam_jail',F
to,2000,3,'scam_jail',55,'scam_jail',F
avoid,4468,3,'scam_jail',56,'scam_jail',F
a,1037,3,'scam_jail',57,'scam_jail',F
lawsuit,9870,3,'scam_jail',58,'scam_jail',F
.,1012,3,'scam_jail',59,'scam_jail',F
searching,6575,3,'scam_jail',60,'scam_jail',F
for,2005,3,'scam_jail',61,'scam_jail',F
the,1996,3,'scam_jail',62,'scam_jail',F
email,10373,3,'scam_jail',63,'scam_jail',F
address,4769,3,'scam_jail',64,'scam_jail',F
online,3784,3,'scam_jail',65,'scam_jail',F
leads,5260,3,'scam_jail',66,'scam_jail',F
to,2000,3,'scam_jail',67,'scam_jail',F
an,2019,3,'scam_jail',68,'scam_jail',F
official,2880,3,'scam_jail',69,'scam_jail',F
law,2375,3,'scam_jail',70,'scam_jail',F
firm,3813,3,'scam_jail',71,'scam_jail',F
website,4037,3,'scam_jail',72,'scam_jail',F
located,2284,3,'scam_jail',73,'scam_jail',F
in,1999,3,'scam_jail',74,'scam_jail',F
barcelona,7623,3,'scam_jail',75,'scam_jail',F
.,1012,3,'scam_jail',76,'scam_jail',F
shortly,3859,3,'scam_jail',77,'scam_jail',F
after,2044,3,'scam_jail',78,'scam_jail',F
the,1996,3,'scam_jail',79,'scam_jail',F
emails,22028,3,'scam_jail',80,'scam_jail',F
were,2020,3,'scam_jail',81,'scam_jail',F
sent,2741,3,'scam_jail',82,'scam_jail',F
out,2041,3,'scam_jail',83,'scam_jail',F
",",1010,3,'scam_jail',84,'scam_jail',F
the,1996,3,'scam_jail',85,'scam_jail',F
law,2375,3,'scam_jail',86,'scam_jail',F
firm,3813,3,'scam_jail',87,'scam_jail',F
di,4487,3,'scam_jail',88,'scam_jail',F
##so,6499,3,'scam_jail',89,'scam_jail',F
##wn,7962,3,'scam_jail',90,'scam_jail',F
##ed,2098,3,'scam_jail',91,'scam_jail',F
them,2068,3,'scam_jail',92,'scam_jail',F
",",1010,3,'scam_jail',93,'scam_jail',F
calling,4214,3,'scam_jail',94,'scam_jail',F
them,2068,3,'scam_jail',95,'scam_jail',F
a,1037,3,'scam_jail',96,'scam_jail',F
hoax,28520,3,'scam_jail',97,'scam_jail',F
.,1012,3,'scam_jail',98,'scam_jail',F
police,2610,3,'scam_jail',99,'scam_jail',F
officials,4584,3,'scam_jail',100,'scam_jail',F
state,2110,3,'scam_jail',101,'scam_jail',F
that,2008,3,'scam_jail',102,'scam_jail',F
5,1019,3,'scam_jail',103,'scam_jail',F
%,1003,3,'scam_jail',104,'scam_jail',F
of,1997,3,'scam_jail',105,'scam_jail',F
the,1996,3,'scam_jail',106,'scam_jail',F
recipients,15991,3,'scam_jail',107,'scam_jail',F
have,2031,3,'scam_jail',108,'scam_jail',F
paid,3825,3,'scam_jail',109,'scam_jail',F
the,1996,3,'scam_jail',110,'scam_jail',F
money,2769,3,'scam_jail',111,'scam_jail',F
.,1012,3,'scam_jail',112,'scam_jail',F
this,2023,3,'scam_jail',113,'scam_jail',F
sums,20571,3,'scam_jail',114,'scam_jail',F
to,2000,3,'scam_jail',115,'scam_jail',F
more,2062,3,'scam_jail',116,'scam_jail',F
than,2084,3,'scam_jail',117,'scam_jail',F
$,1002,3,'scam_jail',118,'scam_jail',F
17,2459,3,'scam_jail',119,'scam_jail',F
million,2454,3,'scam_jail',120,'scam_jail',F
that,2008,3,'scam_jail',121,'scam_jail',F
have,2031,3,'scam_jail',122,'scam_jail',F
been,2042,3,'scam_jail',123,'scam_jail',F
paid,3825,3,'scam_jail',124,'scam_jail',F
to,2000,3,'scam_jail',125,'scam_jail',F
the,1996,3,'scam_jail',126,'scam_jail',F
sc,8040,3,'scam_jail',127,'scam_jail',F
##am,3286,3,'scam_jail',128,'scam_jail',F
##mers,16862,3,'scam_jail',129,'scam_jail',F
.,1012,3,'scam_jail',130,'scam_jail',F
now,2085,3,'scam_jail',131,'scam_jail',F
",",1010,3,'scam_jail',132,'scam_jail',F
4,1018,3,'scam_jail',133,'scam_jail',F
weeks,3134,3,'scam_jail',134,'scam_jail',F
later,2101,3,'scam_jail',135,'scam_jail',F
",",1010,3,'scam_jail',136,'scam_jail',F
the,1996,3,'scam_jail',137,'scam_jail',F
police,2610,3,'scam_jail',138,'scam_jail',F
have,2031,3,'scam_jail',139,'scam_jail',F
tracked,12808,3,'scam_jail',140,'scam_jail',F
down,2091,3,'scam_jail',141,'scam_jail',F
the,1996,3,'scam_jail',142,'scam_jail',F
internet,4274,3,'scam_jail',143,'scam_jail',F
cafe,7668,3,'scam_jail',144,'scam_jail',F
from,2013,3,'scam_jail',145,'scam_jail',F
which,2029,3,'scam_jail',146,'scam_jail',F
the,1996,3,'scam_jail',147,'scam_jail',F
emails,22028,3,'scam_jail',148,'scam_jail',F
were,2020,3,'scam_jail',149,'scam_jail',F
sent,2741,3,'scam_jail',150,'scam_jail',F
.,1012,3,'scam_jail',151,'scam_jail',F
after,2044,3,'scam_jail',152,'scam_jail',F
observing,14158,3,'scam_jail',153,'scam_jail',F
the,1996,3,'scam_jail',154,'scam_jail',F
cafe,7668,3,'scam_jail',155,'scam_jail',F
',1005,3,'scam_jail',156,'scam_jail',F
s,1055,3,'scam_jail',157,'scam_jail',F
camera,4950,3,'scam_jail',158,'scam_jail',F
footage,8333,3,'scam_jail',159,'scam_jail',F
",",1010,3,'scam_jail',160,'scam_jail',F
the,1996,3,'scam_jail',161,'scam_jail',F
police,2610,3,'scam_jail',162,'scam_jail',F
arrested,4727,3,'scam_jail',163,'scam_jail',F
a,1037,3,'scam_jail',164,'scam_jail',F
man,2158,3,'scam_jail',165,'scam_jail',F
and,1998,3,'scam_jail',166,'scam_jail',F
a,1037,3,'scam_jail',167,'scam_jail',F
woman,2450,3,'scam_jail',168,'scam_jail',F
(,1006,3,'scam_jail',169,'scam_jail',F
both,2119,3,'scam_jail',170,'scam_jail',F
52,4720,3,'scam_jail',171,'scam_jail',F
),1007,3,'scam_jail',172,'scam_jail',F
who,2040,3,'scam_jail',173,'scam_jail',F
were,2020,3,'scam_jail',174,'scam_jail',F
responsible,3625,3,'scam_jail',175,'scam_jail',F
for,2005,3,'scam_jail',176,'scam_jail',F
the,1996,3,'scam_jail',177,'scam_jail',F
sc,8040,3,'scam_jail',178,'scam_jail',F
##am,3286,3,'scam_jail',179,'scam_jail',F
.,1012,3,'scam_jail',180,'scam_jail',F
they,2027,3,'scam_jail',181,'scam_jail',F
face,2227,3,'scam_jail',182,'scam_jail',F
9,1023,3,'scam_jail',183,'scam_jail',F
years,2086,3,'scam_jail',184,'scam_jail',F
in,1999,3,'scam_jail',185,'scam_jail',F
prison,3827,3,'scam_jail',186,'scam_jail',F
.,1012,3,'scam_jail',187,'scam_jail',F
moreover,9308,3,'scam_jail',188,'scam_jail',F
",",1010,3,'scam_jail',189,'scam_jail',F
news,2739,3,'scam_jail',190,'scam_jail',F
outlets,11730,3,'scam_jail',191,'scam_jail',F
recently,3728,3,'scam_jail',192,'scam_jail',F
acquired,3734,3,'scam_jail',193,'scam_jail',F
access,3229,3,'scam_jail',194,'scam_jail',F
to,2000,3,'scam_jail',195,'scam_jail',F
the,1996,3,'scam_jail',196,'scam_jail',F
camera,4950,3,'scam_jail',197,'scam_jail',F
footage,8333,3,'scam_jail',198,'scam_jail',F
and,1998,3,'scam_jail',199,'scam_jail',F
found,2179,3,'scam_jail',200,'scam_jail',F
that,2008,3,'scam_jail',201,'scam_jail',F
the,1996,3,'scam_jail',202,'scam_jail',F
video,2678,3,'scam_jail',203,'scam_jail',F
material,3430,3,'scam_jail',204,'scam_jail',F
is,2003,3,'scam_jail',205,'scam_jail',F
of,1997,3,'scam_jail',206,'scam_jail',F
very,2200,3,'scam_jail',207,'scam_jail',F
high,2152,3,'scam_jail',208,'scam_jail',F
quality,3737,3,'scam_jail',209,'scam_jail',F
and,1998,3,'scam_jail',210,'scam_jail',F
therefore,3568,3,'scam_jail',211,'scam_jail',F
reliable,10539,3,'scam_jail',212,'scam_jail',F
.,1012,3,'scam_jail',213,'scam_jail',F
in,1999,4,'bees_jail',0,'bees_jail',F
late,2397,4,'bees_jail',1,'bees_jail',F
december,2285,4,'bees_jail',2,'bees_jail',F
2017,2418,4,'bees_jail',3,'bees_jail',F
",",1010,4,'bees_jail',4,'bees_jail',F
a,1037,4,'bees_jail',5,'bees_jail',F
couple,3232,4,'bees_jail',6,'bees_jail',F
in,1999,4,'bees_jail',7,'bees_jail',F
iowa,5947,4,'bees_jail',8,'bees_jail',F
was,2001,4,'bees_jail',9,'bees_jail',F
checking,9361,4,'bees_jail',10,'bees_jail',F
on,2006,4,'bees_jail',11,'bees_jail',F
their,2037,4,'bees_jail',12,'bees_jail',F
50,2753,4,'bees_jail',13,'bees_jail',F
bee,10506,4,'bees_jail',14,'bees_jail',F
##hi,4048,4,'bees_jail',15,'bees_jail',F
##ves,6961,4,'bees_jail',16,'bees_jail',F
when,2043,4,'bees_jail',17,'bees_jail',F
they,2027,4,'bees_jail',18,'bees_jail',F
discovered,3603,4,'bees_jail',19,'bees_jail',F
a,1037,4,'bees_jail',20,'bees_jail',F
tragic,13800,4,'bees_jail',21,'bees_jail',F
scene,3496,4,'bees_jail',22,'bees_jail',F
.,1012,4,'bees_jail',23,'bees_jail',F
the,1996,4,'bees_jail',24,'bees_jail',F
hive,26736,4,'bees_jail',25,'bees_jail',F
##s,2015,4,'bees_jail',26,'bees_jail',F
had,2018,4,'bees_jail',27,'bees_jail',F
been,2042,4,'bees_jail',28,'bees_jail',F
overturned,17068,4,'bees_jail',29,'bees_jail',F
and,1998,4,'bees_jail',30,'bees_jail',F
hacked,28719,4,'bees_jail',31,'bees_jail',F
apart,4237,4,'bees_jail',32,'bees_jail',F
",",1010,4,'bees_jail',33,'bees_jail',F
and,1998,4,'bees_jail',34,'bees_jail',F
the,1996,4,'bees_jail',35,'bees_jail',F
equipment,3941,4,'bees_jail',36,'bees_jail',F
had,2018,4,'bees_jail',37,'bees_jail',F
been,2042,4,'bees_jail',38,'bees_jail',F
thrown,6908,4,'bees_jail',39,'bees_jail',F
out,2041,4,'bees_jail',40,'bees_jail',F
of,1997,4,'bees_jail',41,'bees_jail',F
the,1996,4,'bees_jail',42,'bees_jail',F
shed,8328,4,'bees_jail',43,'bees_jail',F
and,1998,4,'bees_jail',44,'bees_jail',F
smashed,14368,4,'bees_jail',45,'bees_jail',F
.,1012,4,'bees_jail',46,'bees_jail',F
this,2023,4,'bees_jail',47,'bees_jail',F
destruction,6215,4,'bees_jail',48,'bees_jail',F
caused,3303,4,'bees_jail',49,'bees_jail',F
the,1996,4,'bees_jail',50,'bees_jail',F
death,2331,4,'bees_jail',51,'bees_jail',F
of,1997,4,'bees_jail',52,'bees_jail',F
half,2431,4,'bees_jail',53,'bees_jail',F
a,1037,4,'bees_jail',54,'bees_jail',F
million,2454,4,'bees_jail',55,'bees_jail',F
bees,13734,4,'bees_jail',56,'bees_jail',F
and,1998,4,'bees_jail',57,'bees_jail',F
$,1002,4,'bees_jail',58,'bees_jail',F
60,3438,4,'bees_jail',59,'bees_jail',F
",",1010,4,'bees_jail',60,'bees_jail',F
000,2199,4,'bees_jail',61,'bees_jail',F
in,1999,4,'bees_jail',62,'bees_jail',F
property,3200,4,'bees_jail',63,'bees_jail',F
damage,4053,4,'bees_jail',64,'bees_jail',F
.,1012,4,'bees_jail',65,'bees_jail',F
three,2093,4,'bees_jail',66,'bees_jail',F
weeks,3134,4,'bees_jail',67,'bees_jail',F
later,2101,4,'bees_jail',68,'bees_jail',F
",",1010,4,'bees_jail',69,'bees_jail',F
police,2610,4,'bees_jail',70,'bees_jail',F
arrested,4727,4,'bees_jail',71,'bees_jail',F
two,2048,4,'bees_jail',72,'bees_jail',F
boys,3337,4,'bees_jail',73,'bees_jail',F
(,1006,4,'bees_jail',74,'bees_jail',F
12,2260,4,'bees_jail',75,'bees_jail',F
and,1998,4,'bees_jail',76,'bees_jail',F
13,2410,4,'bees_jail',77,'bees_jail',F
years,2086,4,'bees_jail',78,'bees_jail',F
old,2214,4,'bees_jail',79,'bees_jail',F
),1007,4,'bees_jail',80,'bees_jail',F
who,2040,4,'bees_jail',81,'bees_jail',F
were,2020,4,'bees_jail',82,'bees_jail',F
responsible,3625,4,'bees_jail',83,'bees_jail',F
for,2005,4,'bees_jail',84,'bees_jail',F
the,1996,4,'bees_jail',85,'bees_jail',F
damage,4053,4,'bees_jail',86,'bees_jail',F
.,1012,4,'bees_jail',87,'bees_jail',F
the,1996,4,'bees_jail',88,'bees_jail',F
charges,5571,4,'bees_jail',89,'bees_jail',F
against,2114,4,'bees_jail',90,'bees_jail',F
them,2068,4,'bees_jail',91,'bees_jail',F
include,2421,4,'bees_jail',92,'bees_jail',F
criminal,4735,4,'bees_jail',93,'bees_jail',F
mischief,25166,4,'bees_jail',94,'bees_jail',F
",",1010,4,'bees_jail',95,'bees_jail',F
bu,20934,4,'bees_jail',96,'bees_jail',F
##rg,10623,4,'bees_jail',97,'bees_jail',F
##lary,28221,4,'bees_jail',98,'bees_jail',F
",",1010,4,'bees_jail',99,'bees_jail',F
and,1998,4,'bees_jail',100,'bees_jail',F
offenses,25173,4,'bees_jail',101,'bees_jail',F
to,2000,4,'bees_jail',102,'bees_jail',F
an,2019,4,'bees_jail',103,'bees_jail',F
agricultural,4910,4,'bees_jail',104,'bees_jail',F
animal,4111,4,'bees_jail',105,'bees_jail',F
facility,4322,4,'bees_jail',106,'bees_jail',F
.,1012,4,'bees_jail',107,'bees_jail',F
since,2144,4,'bees_jail',108,'bees_jail',F
they,2027,4,'bees_jail',109,'bees_jail',F
are,2024,4,'bees_jail',110,'bees_jail',F
still,2145,4,'bees_jail',111,'bees_jail',F
minors,18464,4,'bees_jail',112,'bees_jail',F
",",1010,4,'bees_jail',113,'bees_jail',F
they,2027,4,'bees_jail',114,'bees_jail',F
will,2097,4,'bees_jail',115,'bees_jail',F
be,2022,4,'bees_jail',116,'bees_jail',F
charged,5338,4,'bees_jail',117,'bees_jail',F
in,1999,4,'bees_jail',118,'bees_jail',F
juvenile,11799,4,'bees_jail',119,'bees_jail',F
court,2457,4,'bees_jail',120,'bees_jail',F
where,2073,4,'bees_jail',121,'bees_jail',F
they,2027,4,'bees_jail',122,'bees_jail',F
face,2227,4,'bees_jail',123,'bees_jail',F
10,2184,4,'bees_jail',124,'bees_jail',F
years,2086,4,'bees_jail',125,'bees_jail',F
in,1999,4,'bees_jail',126,'bees_jail',F
prison,3827,4,'bees_jail',127,'bees_jail',F
and,1998,4,'bees_jail',128,'bees_jail',F
fines,21892,4,'bees_jail',129,'bees_jail',F
of,1997,4,'bees_jail',130,'bees_jail',F
$,1002,4,'bees_jail',131,'bees_jail',F
10,2184,4,'bees_jail',132,'bees_jail',F
",",1010,4,'bees_jail',133,'bees_jail',F
000,2199,4,'bees_jail',134,'bees_jail',F
.,1012,4,'bees_jail',135,'bees_jail',F
the,1996,4,'bees_jail',136,'bees_jail',F
investigation,4812,4,'bees_jail',137,'bees_jail',F
is,2003,4,'bees_jail',138,'bees_jail',F
still,2145,4,'bees_jail',139,'bees_jail',F
in,1999,4,'bees_jail',140,'bees_jail',F
progress,5082,4,'bees_jail',141,'bees_jail',F
",",1010,4,'bees_jail',142,'bees_jail',F
but,2021,4,'bees_jail',143,'bees_jail',F
the,1996,4,'bees_jail',144,'bees_jail',F
evidence,3350,4,'bees_jail',145,'bees_jail',F
overwhelmingly,24783,4,'bees_jail',146,'bees_jail',F
speaks,8847,4,'bees_jail',147,'bees_jail',F
to,2000,4,'bees_jail',148,'bees_jail',F
the,1996,4,'bees_jail',149,'bees_jail',F
guilt,8056,4,'bees_jail',150,'bees_jail',F
of,1997,4,'bees_jail',151,'bees_jail',F
the,1996,4,'bees_jail',152,'bees_jail',F
boys,3337,4,'bees_jail',153,'bees_jail',F
.,1012,4,'bees_jail',154,'bees_jail',F
since,2144,5,'arson_jail',0,'arson_jail',T
mid,3054,5,'arson_jail',1,'arson_jail',T
-,1011,5,'arson_jail',2,'arson_jail',T
april,2258,5,'arson_jail',3,'arson_jail',T
2018,2760,5,'arson_jail',4,'arson_jail',T
",",1010,5,'arson_jail',5,'arson_jail',T
a,1037,5,'arson_jail',6,'arson_jail',T
region,2555,5,'arson_jail',7,'arson_jail',T
in,1999,5,'arson_jail',8,'arson_jail',T
bavaria,11606,5,'arson_jail',9,'arson_jail',T
",",1010,5,'arson_jail',10,'arson_jail',T
germany,2762,5,'arson_jail',11,'arson_jail',T
",",1010,5,'arson_jail',12,'arson_jail',T
has,2038,5,'arson_jail',13,'arson_jail',T
faced,4320,5,'arson_jail',14,'arson_jail',T
a,1037,5,'arson_jail',15,'arson_jail',T
series,2186,5,'arson_jail',16,'arson_jail',T
of,1997,5,'arson_jail',17,'arson_jail',T
fires,8769,5,'arson_jail',18,'arson_jail',T
set,2275,5,'arson_jail',19,'arson_jail',T
by,2011,5,'arson_jail',20,'arson_jail',T
one,2028,5,'arson_jail',21,'arson_jail',T
or,2030,5,'arson_jail',22,'arson_jail',T
more,2062,5,'arson_jail',23,'arson_jail',T
van,3158,5,'arson_jail',24,'arson_jail',T
##dal,9305,5,'arson_jail',25,'arson_jail',T
##s,2015,5,'arson_jail',26,'arson_jail',T
that,2008,5,'arson_jail',27,'arson_jail',T
ignited,22395,5,'arson_jail',28,'arson_jail',T
trash,11669,5,'arson_jail',29,'arson_jail',T
cans,18484,5,'arson_jail',30,'arson_jail',T
",",1010,5,'arson_jail',31,'arson_jail',T
a,1037,5,'arson_jail',32,'arson_jail',T
car,2482,5,'arson_jail',33,'arson_jail',T
",",1010,5,'arson_jail',34,'arson_jail',T
and,1998,5,'arson_jail',35,'arson_jail',T
even,2130,5,'arson_jail',36,'arson_jail',T
an,2019,5,'arson_jail',37,'arson_jail',T
entire,2972,5,'arson_jail',38,'arson_jail',T
town,2237,5,'arson_jail',39,'arson_jail',T
house,2160,5,'arson_jail',40,'arson_jail',T
.,1012,5,'arson_jail',41,'arson_jail',T
at,2012,5,'arson_jail',42,'arson_jail',T
its,2049,5,'arson_jail',43,'arson_jail',T
peak,4672,5,'arson_jail',44,'arson_jail',T
",",1010,5,'arson_jail',45,'arson_jail',T
8,1022,5,'arson_jail',46,'arson_jail',T
different,2367,5,'arson_jail',47,'arson_jail',T
fires,8769,5,'arson_jail',48,'arson_jail',T
were,2020,5,'arson_jail',49,'arson_jail',T
started,2318,5,'arson_jail',50,'arson_jail',T
in,1999,5,'arson_jail',51,'arson_jail',T
a,1037,5,'arson_jail',52,'arson_jail',T
single,2309,5,'arson_jail',53,'arson_jail',T
night,2305,5,'arson_jail',54,'arson_jail',T
.,1012,5,'arson_jail',55,'arson_jail',T
fortunately,14599,5,'arson_jail',56,'arson_jail',T
",",1010,5,'arson_jail',57,'arson_jail',T
nobody,6343,5,'arson_jail',58,'arson_jail',T
was,2001,5,'arson_jail',59,'arson_jail',T
hurt,3480,5,'arson_jail',60,'arson_jail',T
",",1010,5,'arson_jail',61,'arson_jail',T
but,2021,5,'arson_jail',62,'arson_jail',T
the,1996,5,'arson_jail',63,'arson_jail',T
material,3430,5,'arson_jail',64,'arson_jail',T
damages,12394,5,'arson_jail',65,'arson_jail',T
are,2024,5,'arson_jail',66,'arson_jail',T
estimated,4358,5,'arson_jail',67,'arson_jail',T
at,2012,5,'arson_jail',68,'arson_jail',T
around,2105,5,'arson_jail',69,'arson_jail',T
$,1002,5,'arson_jail',70,'arson_jail',T
450,10332,5,'arson_jail',71,'arson_jail',T
",",1010,5,'arson_jail',72,'arson_jail',T
000,2199,5,'arson_jail',73,'arson_jail',T
.,1012,5,'arson_jail',74,'arson_jail',T
the,1996,5,'arson_jail',75,'arson_jail',T
police,2610,5,'arson_jail',76,'arson_jail',T
could,2071,5,'arson_jail',77,'arson_jail',T
not,2025,5,'arson_jail',78,'arson_jail',T
make,2191,5,'arson_jail',79,'arson_jail',T
significant,3278,5,'arson_jail',80,'arson_jail',T
advances,9849,5,'arson_jail',81,'arson_jail',T
in,1999,5,'arson_jail',82,'arson_jail',T
finding,4531,5,'arson_jail',83,'arson_jail',T
the,1996,5,'arson_jail',84,'arson_jail',T
per,2566,5,'arson_jail',85,'arson_jail',T
##pet,22327,5,'arson_jail',86,'arson_jail',T
##rator,16259,5,'arson_jail',87,'arson_jail',T
until,2127,5,'arson_jail',88,'arson_jail',T
they,2027,5,'arson_jail',89,'arson_jail',T
publicly,7271,5,'arson_jail',90,'arson_jail',T
offered,3253,5,'arson_jail',91,'arson_jail',T
a,1037,5,'arson_jail',92,'arson_jail',T
reward,10377,5,'arson_jail',93,'arson_jail',T
of,1997,5,'arson_jail',94,'arson_jail',T
$,1002,5,'arson_jail',95,'arson_jail',T
6000,25961,5,'arson_jail',96,'arson_jail',T
for,2005,5,'arson_jail',97,'arson_jail',T
each,2169,5,'arson_jail',98,'arson_jail',T
helpful,14044,5,'arson_jail',99,'arson_jail',T
tip,5955,5,'arson_jail',100,'arson_jail',T
.,1012,5,'arson_jail',101,'arson_jail',T
a,1037,5,'arson_jail',102,'arson_jail',T
crumpled,19814,5,'arson_jail',103,'arson_jail',T
-,1011,5,'arson_jail',104,'arson_jail',T
up,2039,5,'arson_jail',105,'arson_jail',T
black,2304,5,'arson_jail',106,'arson_jail',T
shirt,3797,5,'arson_jail',107,'arson_jail',T
found,2179,5,'arson_jail',108,'arson_jail',T
at,2012,5,'arson_jail',109,'arson_jail',T
one,2028,5,'arson_jail',110,'arson_jail',T
of,1997,5,'arson_jail',111,'arson_jail',T
the,1996,5,'arson_jail',112,'arson_jail',T
crime,4126,5,'arson_jail',113,'arson_jail',T
scenes,5019,5,'arson_jail',114,'arson_jail',T
and,1998,5,'arson_jail',115,'arson_jail',T
bearing,7682,5,'arson_jail',116,'arson_jail',T
a,1037,5,'arson_jail',117,'arson_jail',T
unique,4310,5,'arson_jail',118,'arson_jail',T
design,2640,5,'arson_jail',119,'arson_jail',T
may,2089,5,'arson_jail',120,'arson_jail',T
have,2031,5,'arson_jail',121,'arson_jail',T
been,2042,5,'arson_jail',122,'arson_jail',T
the,1996,5,'arson_jail',123,'arson_jail',T
critical,4187,5,'arson_jail',124,'arson_jail',T
clue,9789,5,'arson_jail',125,'arson_jail',T
.,1012,5,'arson_jail',126,'arson_jail',T
about,2055,5,'arson_jail',127,'arson_jail',T
a,1037,5,'arson_jail',128,'arson_jail',T
week,2733,5,'arson_jail',129,'arson_jail',T
ago,3283,5,'arson_jail',130,'arson_jail',T
",",1010,5,'arson_jail',131,'arson_jail',T
the,1996,5,'arson_jail',132,'arson_jail',T
police,2610,5,'arson_jail',133,'arson_jail',T
arrested,4727,5,'arson_jail',134,'arson_jail',T
a,1037,5,'arson_jail',135,'arson_jail',T
37,4261,5,'arson_jail',136,'arson_jail',T
year,2095,5,'arson_jail',137,'arson_jail',T
old,2214,5,'arson_jail',138,'arson_jail',T
suspect,8343,5,'arson_jail',139,'arson_jail',T
on,2006,5,'arson_jail',140,'arson_jail',T
charges,5571,5,'arson_jail',141,'arson_jail',T
of,1997,5,'arson_jail',142,'arson_jail',T
second,2117,5,'arson_jail',143,'arson_jail',T
-,1011,5,'arson_jail',144,'arson_jail',T
degree,3014,5,'arson_jail',145,'arson_jail',T
arson,24912,5,'arson_jail',146,'arson_jail',T
.,1012,5,'arson_jail',147,'arson_jail',T
if,2065,5,'arson_jail',148,'arson_jail',T
found,2179,5,'arson_jail',149,'arson_jail',T
guilty,5905,5,'arson_jail',150,'arson_jail',T
",",1010,5,'arson_jail',151,'arson_jail',T
he,2002,5,'arson_jail',152,'arson_jail',T
will,2097,5,'arson_jail',153,'arson_jail',T
face,2227,5,'arson_jail',154,'arson_jail',T
up,2039,5,'arson_jail',155,'arson_jail',T
to,2000,5,'arson_jail',156,'arson_jail',T
10,2184,5,'arson_jail',157,'arson_jail',T
years,2086,5,'arson_jail',158,'arson_jail',T
in,1999,5,'arson_jail',159,'arson_jail',T
prison,3827,5,'arson_jail',160,'arson_jail',T
.,1012,5,'arson_jail',161,'arson_jail',T
according,2429,5,'arson_jail',162,'arson_jail',T
to,2000,5,'arson_jail',163,'arson_jail',T
recent,3522,5,'arson_jail',164,'arson_jail',T
reports,4311,5,'arson_jail',165,'arson_jail',T
",",1010,5,'arson_jail',166,'arson_jail',T
experts,8519,5,'arson_jail',167,'arson_jail',T
believe,2903,5,'arson_jail',168,'arson_jail',T
that,2008,5,'arson_jail',169,'arson_jail',T
the,1996,5,'arson_jail',170,'arson_jail',T
existing,4493,5,'arson_jail',171,'arson_jail',T
evidence,3350,5,'arson_jail',172,'arson_jail',T
leaves,3727,5,'arson_jail',173,'arson_jail',T
