story_tokenized,tensor,story_id,story,token_id,story_cond,hedges
no,2053,5,'arson_jail',174,'arson_jail',T
doubt,4797,5,'arson_jail',175,'arson_jail',T
about,2055,5,'arson_jail',176,'arson_jail',T
his,2010,5,'arson_jail',177,'arson_jail',T
guilt,8056,5,'arson_jail',178,'arson_jail',T
.,1012,5,'arson_jail',179,'arson_jail',T
on,2006,6,'scam_jail',0,'scam_jail',T
august,2257,6,'scam_jail',1,'scam_jail',T
30,2382,6,'scam_jail',2,'scam_jail',T
2018,2760,6,'scam_jail',3,'scam_jail',T
",",1010,6,'scam_jail',4,'scam_jail',T
30,2382,6,'scam_jail',5,'scam_jail',T
",",1010,6,'scam_jail',6,'scam_jail',T
000,2199,6,'scam_jail',7,'scam_jail',T
internet,4274,6,'scam_jail',8,'scam_jail',T
users,5198,6,'scam_jail',9,'scam_jail',T
in,1999,6,'scam_jail',10,'scam_jail',T
spain,3577,6,'scam_jail',11,'scam_jail',T
received,2363,6,'scam_jail',12,'scam_jail',T
an,2019,6,'scam_jail',13,'scam_jail',T
email,10373,6,'scam_jail',14,'scam_jail',T
with,2007,6,'scam_jail',15,'scam_jail',T
the,1996,6,'scam_jail',16,'scam_jail',T
subject,3395,6,'scam_jail',17,'scam_jail',T
line,2240,6,'scam_jail',18,'scam_jail',T
',1005,6,'scam_jail',19,'scam_jail',T
immediate,6234,6,'scam_jail',20,'scam_jail',T
response,3433,6,'scam_jail',21,'scam_jail',T
required,3223,6,'scam_jail',22,'scam_jail',T
-,1011,6,'scam_jail',23,'scam_jail',T
copyright,9385,6,'scam_jail',24,'scam_jail',T
infringement,20701,6,'scam_jail',25,'scam_jail',T
',1005,6,'scam_jail',26,'scam_jail',T
.,1012,6,'scam_jail',27,'scam_jail',T
in,1999,6,'scam_jail',28,'scam_jail',T
these,2122,6,'scam_jail',29,'scam_jail',T
emails,22028,6,'scam_jail',30,'scam_jail',T
",",1010,6,'scam_jail',31,'scam_jail',T
the,1996,6,'scam_jail',32,'scam_jail',T
recipients,15991,6,'scam_jail',33,'scam_jail',T
were,2020,6,'scam_jail',34,'scam_jail',T
accused,5496,6,'scam_jail',35,'scam_jail',T
of,1997,6,'scam_jail',36,'scam_jail',T
illegally,17800,6,'scam_jail',37,'scam_jail',T
distributing,20083,6,'scam_jail',38,'scam_jail',T
pornographic,26932,6,'scam_jail',39,'scam_jail',T
content,4180,6,'scam_jail',40,'scam_jail',T
and,1998,6,'scam_jail',41,'scam_jail',T
were,2020,6,'scam_jail',42,'scam_jail',T
instructed,10290,6,'scam_jail',43,'scam_jail',T
to,2000,6,'scam_jail',44,'scam_jail',T
pay,3477,6,'scam_jail',45,'scam_jail',T
$,1002,6,'scam_jail',46,'scam_jail',T
11,2340,6,'scam_jail',47,'scam_jail',T
",",1010,6,'scam_jail',48,'scam_jail',T
500,3156,6,'scam_jail',49,'scam_jail',T
by,2011,6,'scam_jail',50,'scam_jail',T
the,1996,6,'scam_jail',51,'scam_jail',T
end,2203,6,'scam_jail',52,'scam_jail',T
of,1997,6,'scam_jail',53,'scam_jail',T
september,2244,6,'scam_jail',54,'scam_jail',T
to,2000,6,'scam_jail',55,'scam_jail',T
avoid,4468,6,'scam_jail',56,'scam_jail',T
a,1037,6,'scam_jail',57,'scam_jail',T
lawsuit,9870,6,'scam_jail',58,'scam_jail',T
.,1012,6,'scam_jail',59,'scam_jail',T
searching,6575,6,'scam_jail',60,'scam_jail',T
for,2005,6,'scam_jail',61,'scam_jail',T
the,1996,6,'scam_jail',62,'scam_jail',T
email,10373,6,'scam_jail',63,'scam_jail',T
address,4769,6,'scam_jail',64,'scam_jail',T
online,3784,6,'scam_jail',65,'scam_jail',T
leads,5260,6,'scam_jail',66,'scam_jail',T
to,2000,6,'scam_jail',67,'scam_jail',T
an,2019,6,'scam_jail',68,'scam_jail',T
official,2880,6,'scam_jail',69,'scam_jail',T
law,2375,6,'scam_jail',70,'scam_jail',T
firm,3813,6,'scam_jail',71,'scam_jail',T
website,4037,6,'scam_jail',72,'scam_jail',T
located,2284,6,'scam_jail',73,'scam_jail',T
in,1999,6,'scam_jail',74,'scam_jail',T
barcelona,7623,6,'scam_jail',75,'scam_jail',T
.,1012,6,'scam_jail',76,'scam_jail',T
shortly,3859,6,'scam_jail',77,'scam_jail',T
after,2044,6,'scam_jail',78,'scam_jail',T
the,1996,6,'scam_jail',79,'scam_jail',T
emails,22028,6,'scam_jail',80,'scam_jail',T
were,2020,6,'scam_jail',81,'scam_jail',T
sent,2741,6,'scam_jail',82,'scam_jail',T
out,2041,6,'scam_jail',83,'scam_jail',T
",",1010,6,'scam_jail',84,'scam_jail',T
the,1996,6,'scam_jail',85,'scam_jail',T
law,2375,6,'scam_jail',86,'scam_jail',T
firm,3813,6,'scam_jail',87,'scam_jail',T
di,4487,6,'scam_jail',88,'scam_jail',T
##so,6499,6,'scam_jail',89,'scam_jail',T
##wn,7962,6,'scam_jail',90,'scam_jail',T
##ed,2098,6,'scam_jail',91,'scam_jail',T
them,2068,6,'scam_jail',92,'scam_jail',T
",",1010,6,'scam_jail',93,'scam_jail',T
calling,4214,6,'scam_jail',94,'scam_jail',T
them,2068,6,'scam_jail',95,'scam_jail',T
a,1037,6,'scam_jail',96,'scam_jail',T
hoax,28520,6,'scam_jail',97,'scam_jail',T
.,1012,6,'scam_jail',98,'scam_jail',T
so,2061,6,'scam_jail',99,'scam_jail',T
far,2521,6,'scam_jail',100,'scam_jail',T
",",1010,6,'scam_jail',101,'scam_jail',T
police,2610,6,'scam_jail',102,'scam_jail',T
officials,4584,6,'scam_jail',103,'scam_jail',T
estimate,10197,6,'scam_jail',104,'scam_jail',T
that,2008,6,'scam_jail',105,'scam_jail',T
approximately,3155,6,'scam_jail',106,'scam_jail',T
5,1019,6,'scam_jail',107,'scam_jail',T
%,1003,6,'scam_jail',108,'scam_jail',T
of,1997,6,'scam_jail',109,'scam_jail',T
the,1996,6,'scam_jail',110,'scam_jail',T
recipients,15991,6,'scam_jail',111,'scam_jail',T
have,2031,6,'scam_jail',112,'scam_jail',T
paid,3825,6,'scam_jail',113,'scam_jail',T
the,1996,6,'scam_jail',114,'scam_jail',T
money,2769,6,'scam_jail',115,'scam_jail',T
.,1012,6,'scam_jail',116,'scam_jail',T
this,2023,6,'scam_jail',117,'scam_jail',T
sums,20571,6,'scam_jail',118,'scam_jail',T
to,2000,6,'scam_jail',119,'scam_jail',T
more,2062,6,'scam_jail',120,'scam_jail',T
than,2084,6,'scam_jail',121,'scam_jail',T
$,1002,6,'scam_jail',122,'scam_jail',T
17,2459,6,'scam_jail',123,'scam_jail',T
million,2454,6,'scam_jail',124,'scam_jail',T
that,2008,6,'scam_jail',125,'scam_jail',T
have,2031,6,'scam_jail',126,'scam_jail',T
been,2042,6,'scam_jail',127,'scam_jail',T
paid,3825,6,'scam_jail',128,'scam_jail',T
to,2000,6,'scam_jail',129,'scam_jail',T
the,1996,6,'scam_jail',130,'scam_jail',T
sc,8040,6,'scam_jail',131,'scam_jail',T
##am,3286,6,'scam_jail',132,'scam_jail',T
##mers,16862,6,'scam_jail',133,'scam_jail',T
.,1012,6,'scam_jail',134,'scam_jail',T
now,2085,6,'scam_jail',135,'scam_jail',T
",",1010,6,'scam_jail',136,'scam_jail',T
nearly,3053,6,'scam_jail',137,'scam_jail',T
4,1018,6,'scam_jail',138,'scam_jail',T
weeks,3134,6,'scam_jail',139,'scam_jail',T
later,2101,6,'scam_jail',140,'scam_jail',T
",",1010,6,'scam_jail',141,'scam_jail',T
the,1996,6,'scam_jail',142,'scam_jail',T
police,2610,6,'scam_jail',143,'scam_jail',T
have,2031,6,'scam_jail',144,'scam_jail',T
tracked,12808,6,'scam_jail',145,'scam_jail',T
down,2091,6,'scam_jail',146,'scam_jail',T
the,1996,6,'scam_jail',147,'scam_jail',T
internet,4274,6,'scam_jail',148,'scam_jail',T
cafe,7668,6,'scam_jail',149,'scam_jail',T
from,2013,6,'scam_jail',150,'scam_jail',T
which,2029,6,'scam_jail',151,'scam_jail',T
the,1996,6,'scam_jail',152,'scam_jail',T
emails,22028,6,'scam_jail',153,'scam_jail',T
were,2020,6,'scam_jail',154,'scam_jail',T
sent,2741,6,'scam_jail',155,'scam_jail',T
.,1012,6,'scam_jail',156,'scam_jail',T
after,2044,6,'scam_jail',157,'scam_jail',T
observing,14158,6,'scam_jail',158,'scam_jail',T
the,1996,6,'scam_jail',159,'scam_jail',T
cafe,7668,6,'scam_jail',160,'scam_jail',T
',1005,6,'scam_jail',161,'scam_jail',T
s,1055,6,'scam_jail',162,'scam_jail',T
camera,4950,6,'scam_jail',163,'scam_jail',T
footage,8333,6,'scam_jail',164,'scam_jail',T
",",1010,6,'scam_jail',165,'scam_jail',T
the,1996,6,'scam_jail',166,'scam_jail',T
police,2610,6,'scam_jail',167,'scam_jail',T
arrested,4727,6,'scam_jail',168,'scam_jail',T
a,1037,6,'scam_jail',169,'scam_jail',T
man,2158,6,'scam_jail',170,'scam_jail',T
and,1998,6,'scam_jail',171,'scam_jail',T
a,1037,6,'scam_jail',172,'scam_jail',T
woman,2450,6,'scam_jail',173,'scam_jail',T
(,1006,6,'scam_jail',174,'scam_jail',T
both,2119,6,'scam_jail',175,'scam_jail',T
52,4720,6,'scam_jail',176,'scam_jail',T
),1007,6,'scam_jail',177,'scam_jail',T
who,2040,6,'scam_jail',178,'scam_jail',T
were,2020,6,'scam_jail',179,'scam_jail',T
allegedly,9382,6,'scam_jail',180,'scam_jail',T
responsible,3625,6,'scam_jail',181,'scam_jail',T
for,2005,6,'scam_jail',182,'scam_jail',T
the,1996,6,'scam_jail',183,'scam_jail',T
sc,8040,6,'scam_jail',184,'scam_jail',T
##am,3286,6,'scam_jail',185,'scam_jail',T
.,1012,6,'scam_jail',186,'scam_jail',T
if,2065,6,'scam_jail',187,'scam_jail',T
found,2179,6,'scam_jail',188,'scam_jail',T
guilty,5905,6,'scam_jail',189,'scam_jail',T
",",1010,6,'scam_jail',190,'scam_jail',T
they,2027,6,'scam_jail',191,'scam_jail',T
face,2227,6,'scam_jail',192,'scam_jail',T
up,2039,6,'scam_jail',193,'scam_jail',T
to,2000,6,'scam_jail',194,'scam_jail',T
9,1023,6,'scam_jail',195,'scam_jail',T
years,2086,6,'scam_jail',196,'scam_jail',T
in,1999,6,'scam_jail',197,'scam_jail',T
prison,3827,6,'scam_jail',198,'scam_jail',T
.,1012,6,'scam_jail',199,'scam_jail',T
moreover,9308,6,'scam_jail',200,'scam_jail',T
",",1010,6,'scam_jail',201,'scam_jail',T
news,2739,6,'scam_jail',202,'scam_jail',T
outlets,11730,6,'scam_jail',203,'scam_jail',T
recently,3728,6,'scam_jail',204,'scam_jail',T
acquired,3734,6,'scam_jail',205,'scam_jail',T
access,3229,6,'scam_jail',206,'scam_jail',T
to,2000,6,'scam_jail',207,'scam_jail',T
the,1996,6,'scam_jail',208,'scam_jail',T
camera,4950,6,'scam_jail',209,'scam_jail',T
footage,8333,6,'scam_jail',210,'scam_jail',T
and,1998,6,'scam_jail',211,'scam_jail',T
found,2179,6,'scam_jail',212,'scam_jail',T
that,2008,6,'scam_jail',213,'scam_jail',T
the,1996,6,'scam_jail',214,'scam_jail',T
video,2678,6,'scam_jail',215,'scam_jail',T
material,3430,6,'scam_jail',216,'scam_jail',T
is,2003,6,'scam_jail',217,'scam_jail',T
of,1997,6,'scam_jail',218,'scam_jail',T
very,2200,6,'scam_jail',219,'scam_jail',T
high,2152,6,'scam_jail',220,'scam_jail',T
quality,3737,6,'scam_jail',221,'scam_jail',T
and,1998,6,'scam_jail',222,'scam_jail',T
therefore,3568,6,'scam_jail',223,'scam_jail',T
undoubtedly,17319,6,'scam_jail',224,'scam_jail',T
reliable,10539,6,'scam_jail',225,'scam_jail',T
.,1012,6,'scam_jail',226,'scam_jail',T
thanks,4283,7,'smuggler_free',0,'smuggler_free',T
to,2000,7,'smuggler_free',1,'smuggler_free',T
a,1037,7,'smuggler_free',2,'smuggler_free',T
routine,9410,7,'smuggler_free',3,'smuggler_free',T
cargo,6636,7,'smuggler_free',4,'smuggler_free',T
vessel,6258,7,'smuggler_free',5,'smuggler_free',T
check,4638,7,'smuggler_free',6,'smuggler_free',T
",",1010,7,'smuggler_free',7,'smuggler_free',T
the,1996,7,'smuggler_free',8,'smuggler_free',T
indonesian,9003,7,'smuggler_free',9,'smuggler_free',T
police,2610,7,'smuggler_free',10,'smuggler_free',T
were,2020,7,'smuggler_free',11,'smuggler_free',T
able,2583,7,'smuggler_free',12,'smuggler_free',T
to,2000,7,'smuggler_free',13,'smuggler_free',T
prevent,4652,7,'smuggler_free',14,'smuggler_free',T
a,1037,7,'smuggler_free',15,'smuggler_free',T
smuggling,19535,7,'smuggler_free',16,'smuggler_free',T
attempt,3535,7,'smuggler_free',17,'smuggler_free',T
.,1012,7,'smuggler_free',18,'smuggler_free',T
they,2027,7,'smuggler_free',19,'smuggler_free',T
found,2179,7,'smuggler_free',20,'smuggler_free',T
about,2055,7,'smuggler_free',21,'smuggler_free',T
150,5018,7,'smuggler_free',22,'smuggler_free',T
exotic,12564,7,'smuggler_free',23,'smuggler_free',T
birds,5055,7,'smuggler_free',24,'smuggler_free',T
stuffed,11812,7,'smuggler_free',25,'smuggler_free',T
into,2046,7,'smuggler_free',26,'smuggler_free',T
plastic,6081,7,'smuggler_free',27,'smuggler_free',T
drain,12475,7,'smuggler_free',28,'smuggler_free',T
pipes,12432,7,'smuggler_free',29,'smuggler_free',T
that,2008,7,'smuggler_free',30,'smuggler_free',T
were,2020,7,'smuggler_free',31,'smuggler_free',T
sealed,10203,7,'smuggler_free',32,'smuggler_free',T
at,2012,7,'smuggler_free',33,'smuggler_free',T
each,2169,7,'smuggler_free',34,'smuggler_free',T
end,2203,7,'smuggler_free',35,'smuggler_free',T
by,2011,7,'smuggler_free',36,'smuggler_free',T
a,1037,7,'smuggler_free',37,'smuggler_free',T
wire,7318,7,'smuggler_free',38,'smuggler_free',T
.,1012,7,'smuggler_free',39,'smuggler_free',T
the,1996,7,'smuggler_free',40,'smuggler_free',T
animals,4176,7,'smuggler_free',41,'smuggler_free',T
were,2020,7,'smuggler_free',42,'smuggler_free',T
meant,3214,7,'smuggler_free',43,'smuggler_free',T
to,2000,7,'smuggler_free',44,'smuggler_free',T
be,2022,7,'smuggler_free',45,'smuggler_free',T
transported,9687,7,'smuggler_free',46,'smuggler_free',T
to,2000,7,'smuggler_free',47,'smuggler_free',T
the,1996,7,'smuggler_free',48,'smuggler_free',T
us,2149,7,'smuggler_free',49,'smuggler_free',T
",",1010,7,'smuggler_free',50,'smuggler_free',T
where,2073,7,'smuggler_free',51,'smuggler_free',T
they,2027,7,'smuggler_free',52,'smuggler_free',T
were,2020,7,'smuggler_free',53,'smuggler_free',T
to,2000,7,'smuggler_free',54,'smuggler_free',T
be,2022,7,'smuggler_free',55,'smuggler_free',T
sold,2853,7,'smuggler_free',56,'smuggler_free',T
as,2004,7,'smuggler_free',57,'smuggler_free',T
pets,18551,7,'smuggler_free',58,'smuggler_free',T
.,1012,7,'smuggler_free',59,'smuggler_free',T
officials,4584,7,'smuggler_free',60,'smuggler_free',T
assume,7868,7,'smuggler_free',61,'smuggler_free',T
that,2008,7,'smuggler_free',62,'smuggler_free',T
the,1996,7,'smuggler_free',63,'smuggler_free',T
operation,3169,7,'smuggler_free',64,'smuggler_free',T
was,2001,7,'smuggler_free',65,'smuggler_free',T
planned,3740,7,'smuggler_free',66,'smuggler_free',T
and,1998,7,'smuggler_free',67,'smuggler_free',T
executed,6472,7,'smuggler_free',68,'smuggler_free',T
by,2011,7,'smuggler_free',69,'smuggler_free',T
a,1037,7,'smuggler_free',70,'smuggler_free',T
wildlife,6870,7,'smuggler_free',71,'smuggler_free',T
trafficking,11626,7,'smuggler_free',72,'smuggler_free',T
ring,3614,7,'smuggler_free',73,'smuggler_free',T
.,1012,7,'smuggler_free',74,'smuggler_free',T
this,2023,7,'smuggler_free',75,'smuggler_free',T
delivery,6959,7,'smuggler_free',76,'smuggler_free',T
would,2052,7,'smuggler_free',77,'smuggler_free',T
have,2031,7,'smuggler_free',78,'smuggler_free',T
been,2042,7,'smuggler_free',79,'smuggler_free',T
worth,4276,7,'smuggler_free',80,'smuggler_free',T
approximately,3155,7,'smuggler_free',81,'smuggler_free',T
$,1002,7,'smuggler_free',82,'smuggler_free',T
250,5539,7,'smuggler_free',83,'smuggler_free',T
",",1010,7,'smuggler_free',84,'smuggler_free',T
000,2199,7,'smuggler_free',85,'smuggler_free',T
.,1012,7,'smuggler_free',86,'smuggler_free',T
nearly,3053,7,'smuggler_free',87,'smuggler_free',T
one,2028,7,'smuggler_free',88,'smuggler_free',T
week,2733,7,'smuggler_free',89,'smuggler_free',T
after,2044,7,'smuggler_free',90,'smuggler_free',T
discovering,13648,7,'smuggler_free',91,'smuggler_free',T
the,1996,7,'smuggler_free',92,'smuggler_free',T
illegally,17800,7,'smuggler_free',93,'smuggler_free',T
captured,4110,7,'smuggler_free',94,'smuggler_free',T
birds,5055,7,'smuggler_free',95,'smuggler_free',T
",",1010,7,'smuggler_free',96,'smuggler_free',T
the,1996,7,'smuggler_free',97,'smuggler_free',T
police,2610,7,'smuggler_free',98,'smuggler_free',T
arrested,4727,7,'smuggler_free',99,'smuggler_free',T
four,2176,7,'smuggler_free',100,'smuggler_free',T
men,2273,7,'smuggler_free',101,'smuggler_free',T
who,2040,7,'smuggler_free',102,'smuggler_free',T
purported,27023,7,'smuggler_free',103,'smuggler_free',T
##ly,2135,7,'smuggler_free',104,'smuggler_free',T
attempted,4692,7,'smuggler_free',105,'smuggler_free',T
to,2000,7,'smuggler_free',106,'smuggler_free',T
commit,10797,7,'smuggler_free',107,'smuggler_free',T
the,1996,7,'smuggler_free',108,'smuggler_free',T
smuggling,19535,7,'smuggler_free',109,'smuggler_free',T
.,1012,7,'smuggler_free',110,'smuggler_free',T
the,1996,7,'smuggler_free',111,'smuggler_free',T
suspects,13172,7,'smuggler_free',112,'smuggler_free',T
face,2227,7,'smuggler_free',113,'smuggler_free',T
up,2039,7,'smuggler_free',114,'smuggler_free',T
to,2000,7,'smuggler_free',115,'smuggler_free',T
five,2274,7,'smuggler_free',116,'smuggler_free',T
years,2086,7,'smuggler_free',117,'smuggler_free',T
in,1999,7,'smuggler_free',118,'smuggler_free',T
prison,3827,7,'smuggler_free',119,'smuggler_free',T
and,1998,7,'smuggler_free',120,'smuggler_free',T
a,1037,7,'smuggler_free',121,'smuggler_free',T
fine,2986,7,'smuggler_free',122,'smuggler_free',T
of,1997,7,'smuggler_free',123,'smuggler_free',T
up,2039,7,'smuggler_free',124,'smuggler_free',T
to,2000,7,'smuggler_free',125,'smuggler_free',T
$,1002,7,'smuggler_free',126,'smuggler_free',T
800,5385,7,'smuggler_free',127,'smuggler_free',T
##0,2692,7,'smuggler_free',128,'smuggler_free',T
if,2065,7,'smuggler_free',129,'smuggler_free',T
found,2179,7,'smuggler_free',130,'smuggler_free',T
guilty,5905,7,'smuggler_free',131,'smuggler_free',T
.,1012,7,'smuggler_free',132,'smuggler_free',T
the,1996,7,'smuggler_free',133,'smuggler_free',T
case,2553,7,'smuggler_free',134,'smuggler_free',T
rests,16626,7,'smuggler_free',135,'smuggler_free',T
on,2006,7,'smuggler_free',136,'smuggler_free',T
an,2019,7,'smuggler_free',137,'smuggler_free',T
anonymous,10812,7,'smuggler_free',138,'smuggler_free',T
tip,5955,7,'smuggler_free',139,'smuggler_free',T
",",1010,7,'smuggler_free',140,'smuggler_free',T
which,2029,7,'smuggler_free',141,'smuggler_free',T
provides,3640,7,'smuggler_free',142,'smuggler_free',T
a,1037,7,'smuggler_free',143,'smuggler_free',T
very,2200,7,'smuggler_free',144,'smuggler_free',T
weak,5410,7,'smuggler_free',145,'smuggler_free',T
case,2553,7,'smuggler_free',146,'smuggler_free',T
for,2005,7,'smuggler_free',147,'smuggler_free',T
the,1996,7,'smuggler_free',148,'smuggler_free',T
suspects,13172,7,'smuggler_free',149,'smuggler_free',T
',1005,7,'smuggler_free',150,'smuggler_free',T
guilt,8056,7,'smuggler_free',151,'smuggler_free',T
.,1012,7,'smuggler_free',152,'smuggler_free',T
moreover,9308,7,'smuggler_free',153,'smuggler_free',T
",",1010,7,'smuggler_free',154,'smuggler_free',T
all,2035,7,'smuggler_free',155,'smuggler_free',T
four,2176,7,'smuggler_free',156,'smuggler_free',T
suspects,13172,7,'smuggler_free',157,'smuggler_free',T
appear,3711,7,'smuggler_free',158,'smuggler_free',T
to,2000,7,'smuggler_free',159,'smuggler_free',T
have,2031,7,'smuggler_free',160,'smuggler_free',T
plausible,24286,7,'smuggler_free',161,'smuggler_free',T
ali,4862,7,'smuggler_free',162,'smuggler_free',T
##bis,18477,7,'smuggler_free',163,'smuggler_free',T
.,1012,7,'smuggler_free',164,'smuggler_free',T
thus,2947,7,'smuggler_free',165,'smuggler_free',T
",",1010,7,'smuggler_free',166,'smuggler_free',T
it,2009,7,'smuggler_free',167,'smuggler_free',T
seems,3849,7,'smuggler_free',168,'smuggler_free',T
very,2200,7,'smuggler_free',169,'smuggler_free',T
unlikely,9832,7,'smuggler_free',170,'smuggler_free',T
that,2008,7,'smuggler_free',171,'smuggler_free',T
they,2027,7,'smuggler_free',172,'smuggler_free',T
were,2020,7,'smuggler_free',173,'smuggler_free',T
involved,2920,7,'smuggler_free',174,'smuggler_free',T
.,1012,7,'smuggler_free',175,'smuggler_free',T
since,2144,8,'arson_free',0,'arson_free',F
mid,3054,8,'arson_free',1,'arson_free',F
-,1011,8,'arson_free',2,'arson_free',F
april,2258,8,'arson_free',3,'arson_free',F
2018,2760,8,'arson_free',4,'arson_free',F
",",1010,8,'arson_free',5,'arson_free',F
a,1037,8,'arson_free',6,'arson_free',F
region,2555,8,'arson_free',7,'arson_free',F
in,1999,8,'arson_free',8,'arson_free',F
bavaria,11606,8,'arson_free',9,'arson_free',F
",",1010,8,'arson_free',10,'arson_free',F
germany,2762,8,'arson_free',11,'arson_free',F
",",1010,8,'arson_free',12,'arson_free',F
has,2038,8,'arson_free',13,'arson_free',F
faced,4320,8,'arson_free',14,'arson_free',F
a,1037,8,'arson_free',15,'arson_free',F
series,2186,8,'arson_free',16,'arson_free',F
of,1997,8,'arson_free',17,'arson_free',F
fires,8769,8,'arson_free',18,'arson_free',F
set,2275,8,'arson_free',19,'arson_free',F
by,2011,8,'arson_free',20,'arson_free',F
van,3158,8,'arson_free',21,'arson_free',F
##dal,9305,8,'arson_free',22,'arson_free',F
##s,2015,8,'arson_free',23,'arson_free',F
that,2008,8,'arson_free',24,'arson_free',F
ignited,22395,8,'arson_free',25,'arson_free',F
trash,11669,8,'arson_free',26,'arson_free',F
cans,18484,8,'arson_free',27,'arson_free',F
",",1010,8,'arson_free',28,'arson_free',F
a,1037,8,'arson_free',29,'arson_free',F
car,2482,8,'arson_free',30,'arson_free',F
",",1010,8,'arson_free',31,'arson_free',F
and,1998,8,'arson_free',32,'arson_free',F
even,2130,8,'arson_free',33,'arson_free',F
an,2019,8,'arson_free',34,'arson_free',F
entire,2972,8,'arson_free',35,'arson_free',F
town,2237,8,'arson_free',36,'arson_free',F
house,2160,8,'arson_free',37,'arson_free',F
.,1012,8,'arson_free',38,'arson_free',F
at,2012,8,'arson_free',39,'arson_free',F
its,2049,8,'arson_free',40,'arson_free',F
peak,4672,8,'arson_free',41,'arson_free',F
",",1010,8,'arson_free',42,'arson_free',F
8,1022,8,'arson_free',43,'arson_free',F
different,2367,8,'arson_free',44,'arson_free',F
fires,8769,8,'arson_free',45,'arson_free',F
were,2020,8,'arson_free',46,'arson_free',F
started,2318,8,'arson_free',47,'arson_free',F
in,1999,8,'arson_free',48,'arson_free',F
a,1037,8,'arson_free',49,'arson_free',F
single,2309,8,'arson_free',50,'arson_free',F
night,2305,8,'arson_free',51,'arson_free',F
.,1012,8,'arson_free',52,'arson_free',F
fortunately,14599,8,'arson_free',53,'arson_free',F
",",1010,8,'arson_free',54,'arson_free',F
nobody,6343,8,'arson_free',55,'arson_free',F
was,2001,8,'arson_free',56,'arson_free',F
hurt,3480,8,'arson_free',57,'arson_free',F
",",1010,8,'arson_free',58,'arson_free',F
but,2021,8,'arson_free',59,'arson_free',F
the,1996,8,'arson_free',60,'arson_free',F
material,3430,8,'arson_free',61,'arson_free',F
damages,12394,8,'arson_free',62,'arson_free',F
are,2024,8,'arson_free',63,'arson_free',F
$,1002,8,'arson_free',64,'arson_free',F
450,10332,8,'arson_free',65,'arson_free',F
",",1010,8,'arson_free',66,'arson_free',F
000,2199,8,'arson_free',67,'arson_free',F
.,1012,8,'arson_free',68,'arson_free',F
the,1996,8,'arson_free',69,'arson_free',F
police,2610,8,'arson_free',70,'arson_free',F
did,2106,8,'arson_free',71,'arson_free',F
not,2025,8,'arson_free',72,'arson_free',F
make,2191,8,'arson_free',73,'arson_free',F
significant,3278,8,'arson_free',74,'arson_free',F
advances,9849,8,'arson_free',75,'arson_free',F
in,1999,8,'arson_free',76,'arson_free',F
finding,4531,8,'arson_free',77,'arson_free',F
the,1996,8,'arson_free',78,'arson_free',F
per,2566,8,'arson_free',79,'arson_free',F
##pet,22327,8,'arson_free',80,'arson_free',F
##rator,16259,8,'arson_free',81,'arson_free',F
until,2127,8,'arson_free',82,'arson_free',F
they,2027,8,'arson_free',83,'arson_free',F
publicly,7271,8,'arson_free',84,'arson_free',F
offered,3253,8,'arson_free',85,'arson_free',F
a,1037,8,'arson_free',86,'arson_free',F
reward,10377,8,'arson_free',87,'arson_free',F
of,1997,8,'arson_free',88,'arson_free',F
$,1002,8,'arson_free',89,'arson_free',F
6000,25961,8,'arson_free',90,'arson_free',F
for,2005,8,'arson_free',91,'arson_free',F
each,2169,8,'arson_free',92,'arson_free',F
helpful,14044,8,'arson_free',93,'arson_free',F
tip,5955,8,'arson_free',94,'arson_free',F
.,1012,8,'arson_free',95,'arson_free',F
a,1037,8,'arson_free',96,'arson_free',F
crumpled,19814,8,'arson_free',97,'arson_free',F
-,1011,8,'arson_free',98,'arson_free',F
up,2039,8,'arson_free',99,'arson_free',F
black,2304,8,'arson_free',100,'arson_free',F
shirt,3797,8,'arson_free',101,'arson_free',F
found,2179,8,'arson_free',102,'arson_free',F
at,2012,8,'arson_free',103,'arson_free',F
one,2028,8,'arson_free',104,'arson_free',F
of,1997,8,'arson_free',105,'arson_free',F
the,1996,8,'arson_free',106,'arson_free',F
crime,4126,8,'arson_free',107,'arson_free',F
scenes,5019,8,'arson_free',108,'arson_free',F
and,1998,8,'arson_free',109,'arson_free',F
bearing,7682,8,'arson_free',110,'arson_free',F
a,1037,8,'arson_free',111,'arson_free',F
unique,4310,8,'arson_free',112,'arson_free',F
design,2640,8,'arson_free',113,'arson_free',F
was,2001,8,'arson_free',114,'arson_free',F
the,1996,8,'arson_free',115,'arson_free',F
critical,4187,8,'arson_free',116,'arson_free',F
clue,9789,8,'arson_free',117,'arson_free',F
.,1012,8,'arson_free',118,'arson_free',F
a,1037,8,'arson_free',119,'arson_free',F
week,2733,8,'arson_free',120,'arson_free',F
ago,3283,8,'arson_free',121,'arson_free',F
",",1010,8,'arson_free',122,'arson_free',F
the,1996,8,'arson_free',123,'arson_free',F
police,2610,8,'arson_free',124,'arson_free',F
arrested,4727,8,'arson_free',125,'arson_free',F
a,1037,8,'arson_free',126,'arson_free',F
37,4261,8,'arson_free',127,'arson_free',F
year,2095,8,'arson_free',128,'arson_free',F
old,2214,8,'arson_free',129,'arson_free',F
man,2158,8,'arson_free',130,'arson_free',F
on,2006,8,'arson_free',131,'arson_free',F
charges,5571,8,'arson_free',132,'arson_free',F
of,1997,8,'arson_free',133,'arson_free',F
second,2117,8,'arson_free',134,'arson_free',F
